ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
sand-Kodagu-twentyfive-1,,sand-Kodagu,twentyfive,ɪruʋətənjɟɪ,ɪruʋətənjɟɪ,,,,,,,
sand-Kodagu-twentysix-1,,sand-Kodagu,twentysix,ɪruʋətɑ:rə,ɪruʋətɑ:rə,,,,,,,
sand-Kodagu-twentyseven-1,,sand-Kodagu,twentyseven,ɪruʋətəɽə,ɪruʋətəɽə,,,,,,,
sand-Kodagu-twentyeight-1,,sand-Kodagu,twentyeight,ɪruʋəteʈʈə,ɪruʋəteʈʈə,,,,,,,
sand-Kodagu-twentynine-1,,sand-Kodagu,twentynine,ɪruʋətoɪmbədə,ɪruʋətoɪmbədə,,,,,,,
sand-Kodagu-thirty-1,,sand-Kodagu,thirty,nuppəd,nuppəd,,,,,,,
sand-Kodagu-thirtyone-1,,sand-Kodagu,thirtyone,nuppədondə,nuppədondə,,,,,,,
sand-Kodagu-thirtytwo-1,,sand-Kodagu,thirtytwo,nuppəddənɖ,nuppəddənɖ,,,,,,,
sand-Kodagu-thirtythree-1,,sand-Kodagu,thirtythree,nuppədmund,nuppədmund,,,,,,,
sand-Kodagu-thirtyfour-1,,sand-Kodagu,thirtyfour,nuppədnɑ:ɭ,nuppədnɑ:ɭ,,,,,,,
sand-Kodagu-thirtyfive-1,,sand-Kodagu,thirtyfive,nuppədənɟɪ,nuppədənɟɪ,,,,,,,
sand-Kodagu-thirtysix-1,,sand-Kodagu,thirtysix,nuppədɑ:rə,nuppədɑ:rə,,,,,,,
sand-Kodagu-thirtyseven-1,,sand-Kodagu,thirtyseven,nuppədəɽə,nuppədəɽə,,,,,,,
sand-Kodagu-thirtyeight-1,,sand-Kodagu,thirtyeight,nuppədəʈʈə,nuppədəʈʈə,,,,,,,
sand-Kodagu-thirtynine-1,,sand-Kodagu,thirtynine,nuppədoɪmbədə,nuppədoɪmbədə,,,,,,,
sand-Kodagu-forty-1,,sand-Kodagu,forty,nɑ:pəd,nɑ:pəd,,,,,,,
sand-Kodagu-fortyone-1,,sand-Kodagu,fortyone,nɑ:pətondə,nɑ:pətondə,,,,,,,
sand-Kodagu-fortytwo-1,,sand-Kodagu,fortytwo,nɑ:pətdənɖ,nɑ:pətdənɖ,,,,,,,
sand-Kodagu-fortythree-1,,sand-Kodagu,fortythree,nɑ:pətmund,nɑ:pətmund,,,,,,,
sand-Kodagu-fortyfour-1,,sand-Kodagu,fortyfour,nɑ:pətnɑ:ɭ,nɑ:pətnɑ:ɭ,,,,,,,
sand-Kodagu-fortyfive-1,,sand-Kodagu,fortyfive,nɑ:pətənɟɪ,nɑ:pətənɟɪ,,,,,,,
sand-Kodagu-fortysix-1,,sand-Kodagu,fortysix,nɑ:pətɑ:rə,nɑ:pətɑ:rə,,,,,,,
sand-Kodagu-fortyseven-1,,sand-Kodagu,fortyseven,nɑ:pətəɽə,nɑ:pətəɽə,,,,,,,
sand-Kodagu-fortyeight-1,,sand-Kodagu,fortyeight,nɑ:pətəʈʈə,nɑ:pətəʈʈə,,,,,,,
sand-Kodagu-fortynine-1,,sand-Kodagu,fortynine,nɑ:pətoɪmbədə,nɑ:pətoɪmbədə,,,,,,,
sand-Kodagu-fifty-1,,sand-Kodagu,fifty,ɑɪmbəd,ɑɪmbəd,,,,,,,
sand-Kodagu-fiftyone-1,,sand-Kodagu,fiftyone,ɑɪmbətondə,ɑɪmbətondə,,,,,,,
sand-Kodagu-fiftytwo-1,,sand-Kodagu,fiftytwo,ɑɪmbətdənɖ,ɑɪmbətdənɖ,,,,,,,
sand-Kodagu-fiftythree-1,,sand-Kodagu,fiftythree,ɑɪmbətmund,ɑɪmbətmund,,,,,,,
sand-Kodagu-fiftyfour-1,,sand-Kodagu,fiftyfour,ɑɪmbətnɑ:ɭ,ɑɪmbətnɑ:ɭ,,,,,,,
sand-Kodagu-fiftyfive-1,,sand-Kodagu,fiftyfive,ɑɪmbətənɟɪ,ɑɪmbətənɟɪ,,,,,,,
sand-Kodagu-fiftysix-1,,sand-Kodagu,fiftysix,ɑɪmbətɑ:rə,ɑɪmbətɑ:rə,,,,,,,
sand-Kodagu-fiftyseven-1,,sand-Kodagu,fiftyseven,ɑɪmbətəɽə,ɑɪmbətəɽə,,,,,,,
sand-Kodagu-fiftyeight-1,,sand-Kodagu,fiftyeight,ɑɪmbətəʈʈə,ɑɪmbətəʈʈə,,,,,,,
sand-Kodagu-fiftynine-1,,sand-Kodagu,fiftynine,ɑɪmbətoɪmbədə,ɑɪmbətoɪmbədə,,,,,,,
sand-Kodagu-sixty-1,,sand-Kodagu,sixty,iruʋəd,iruʋəd,,,,,,,
sand-Kodagu-sixtyone-1,,sand-Kodagu,sixtyone,iruʋətondə,iruʋətondə,,,,,,,
sand-Kodagu-sixtytwo-1,,sand-Kodagu,sixtytwo,iruʋətdənɖ,iruʋətdənɖ,,,,,,,
sand-Kodagu-sixtythree-1,,sand-Kodagu,sixtythree,iruʋətmund,iruʋətmund,,,,,,,
sand-Kodagu-sixtyfour-1,,sand-Kodagu,sixtyfour,iruʋətnɑ:ɭ,iruʋətnɑ:ɭ,,,,,,,
sand-Kodagu-sixtyfive-1,,sand-Kodagu,sixtyfive,iruʋətənɟɪ,iruʋətənɟɪ,,,,,,,
sand-Kodagu-sixtysix-1,,sand-Kodagu,sixtysix,iruʋətɑ:rə,iruʋətɑ:rə,,,,,,,
sand-Kodagu-sixtyseven-1,,sand-Kodagu,sixtyseven,iruʋətəɽə,iruʋətəɽə,,,,,,,
sand-Kodagu-sixtyeight-1,,sand-Kodagu,sixtyeight,iruʋətəʈʈə,iruʋətəʈʈə,,,,,,,
sand-Kodagu-sixtynine-1,,sand-Kodagu,sixtynine,iruʋətoɪmbədə,iruʋətoɪmbədə,,,,,,,
sand-Kodagu-seventy-1,,sand-Kodagu,seventy,əɽʋəd,əɽʋəd,,,,,,,
sand-Kodagu-seventyone-1,,sand-Kodagu,seventyone,əɽʋətondə,əɽʋətondə,,,,,,,
sand-Kodagu-seventytwo-1,,sand-Kodagu,seventytwo,əɽʋətdənɖ,əɽʋətdənɖ,,,,,,,
sand-Kodagu-seventythree-1,,sand-Kodagu,seventythree,əɽʋətmund,əɽʋətmund,,,,,,,
sand-Kodagu-seventyfour-1,,sand-Kodagu,seventyfour,əɽʋətnɑ:ɭ,əɽʋətnɑ:ɭ,,,,,,,
sand-Kodagu-seventyfive-1,,sand-Kodagu,seventyfive,əɽʋətənɟɪ,əɽʋətənɟɪ,,,,,,,
sand-Kodagu-seventysix-1,,sand-Kodagu,seventysix,əɽʋətɑ:rə,əɽʋətɑ:rə,,,,,,,
sand-Kodagu-seventyseven-1,,sand-Kodagu,seventyseven,əɽʋətəɽə,əɽʋətəɽə,,,,,,,
sand-Kodagu-seventyeight-1,,sand-Kodagu,seventyeight,əɽʋətəʈʈə,əɽʋətəʈʈə,,,,,,,
sand-Kodagu-seventynine-1,,sand-Kodagu,seventynine,əɽʋətoɪmbədə,əɽʋətoɪmbədə,,,,,,,
sand-Kodagu-eighty-1,,sand-Kodagu,eighty,əmbəd,əmbəd,,,,,,,
sand-Kodagu-eightyone-1,,sand-Kodagu,eightyone,əmbətondə,əmbətondə,,,,,,,
sand-Kodagu-eightytwo-1,,sand-Kodagu,eightytwo,əmbətdənɖ,əmbətdənɖ,,,,,,,
sand-Kodagu-eightythree-1,,sand-Kodagu,eightythree,əmbətmund,əmbətmund,,,,,,,
sand-Kodagu-eightyfour-1,,sand-Kodagu,eightyfour,əmbətnɑ:ɭ,əmbətnɑ:ɭ,,,,,,,
sand-Kodagu-eightyfive-1,,sand-Kodagu,eightyfive,əmbətənɟɪ,əmbətənɟɪ,,,,,,,
sand-Kodagu-eightysix-1,,sand-Kodagu,eightysix,əmbətɑ:rə,əmbətɑ:rə,,,,,,,
sand-Kodagu-eightyseven-1,,sand-Kodagu,eightyseven,əmbətəɽə,əmbətəɽə,,,,,,,
sand-Kodagu-eightyeight-1,,sand-Kodagu,eightyeight,əmbətəʈʈə,əmbətəʈʈə,,,,,,,
sand-Kodagu-eightynine-1,,sand-Kodagu,eightynine,əmbətoɪmbədə,əmbətoɪmbədə,,,,,,,
sand-Kodagu-ninety-1,,sand-Kodagu,ninety,tombəd,tombəd,,,,,,,
sand-Kodagu-ninetyone-1,,sand-Kodagu,ninetyone,tombətondə,tombətondə,,,,,,,
sand-Kodagu-ninetytwo-1,,sand-Kodagu,ninetytwo,tombətdənɖ,tombətdənɖ,,,,,,,
sand-Kodagu-ninetythree-1,,sand-Kodagu,ninetythree,tombətmund,tombətmund,,,,,,,
sand-Kodagu-ninetyfour-1,,sand-Kodagu,ninetyfour,tombətnɑ:ɭ,tombətnɑ:ɭ,,,,,,,
sand-Kodagu-ninetyfive-1,,sand-Kodagu,ninetyfive,tombətənɟɪ,tombətənɟɪ,,,,,,,
sand-Kodagu-ninetysix-1,,sand-Kodagu,ninetysix,tombətɑ:rə,tombətɑ:rə,,,,,,,
sand-Kodagu-ninetyseven-1,,sand-Kodagu,ninetyseven,tombətəɽə,tombətəɽə,,,,,,,
sand-Kodagu-ninetyeight-1,,sand-Kodagu,ninetyeight,tombətəʈʈə,tombətəʈʈə,,,,,,,
sand-Kodagu-ninetynine-1,,sand-Kodagu,ninetynine,tombətoɪmbədə,tombətoɪmbədə,,,,,,,
sand-Kodagu-hundred-1,,sand-Kodagu,hundred,nu:rə,nu:rə,,,,,,,
sand-Kodagu-thousand-1,,sand-Kodagu,thousand,ənirɑ,ənirɑ,,,,,,,
sand-Kodagu-onemillion-1,,sand-Kodagu,onemillion,miliən,miliən,,,,,,,
sand-Kodagu-billion-1,,sand-Kodagu,billion,biliən,biliən,,,,,,,
sand-Tamil-one-1,,sand-Tamil,one,ondrʊ,ondrʊ,,,,,,,
sand-Tamil-two-1,,sand-Tamil,two,ɪrəndʊ,ɪrəndʊ,,,,,,,
sand-Tamil-three-1,,sand-Tamil,three,mu:ndrʊ,mu:ndrʊ,,,,,,,
sand-Tamil-four-1,,sand-Tamil,four,nɑ:nɡʊ,nɑ:nɡʊ,,,,,,,
sand-Tamil-five-1,,sand-Tamil,five,ɑɪndʊ,ɑɪndʊ,,,,,,,
sand-Tamil-six-1,,sand-Tamil,six,ɑ:rʊ,ɑ:rʊ,,,,,,,
sand-Tamil-seven-1,,sand-Tamil,seven,eɭʊ,eɭʊ,,,,,,,
sand-Tamil-eight-1,,sand-Tamil,eight,eʈʈʊ,eʈʈʊ,,,,,,,
sand-Tamil-nine-1,,sand-Tamil,nine,onbədʊ,onbədʊ,,,,,,,
sand-Tamil-ten-1,,sand-Tamil,ten,pɑttʊ,pɑttʊ,,,,,,,
sand-Tamil-eleven-1,,sand-Tamil,eleven,pɑtɪondrʊ,pɑtɪondrʊ,,,,,,,
sand-Tamil-twelve-1,,sand-Tamil,twelve,pɑnnɪrəndʊ,pɑnnɪrəndʊ,,,,,,,
sand-Tamil-thirteen-1,,sand-Tamil,thirteen,pɑdɪmu:ʊ,pɑdɪmu:ʊ,,,,,,,
sand-Tamil-fourteen-1,,sand-Tamil,fourteen,pɑdɪnɑ:nɡʊ,pɑdɪnɑ:nɡʊ,,,,,,,
sand-Tamil-fifteen-1,,sand-Tamil,fifteen,pɑdɪnɑɪndʊ,pɑdɪnɑɪndʊ,,,,,,,
sand-Tamil-sixteen-1,,sand-Tamil,sixteen,pɑdɪnɑ:rʊ,pɑdɪnɑ:rʊ,,,,,,,
sand-Tamil-seventeen-1,,sand-Tamil,seventeen,pɑdɪneɭʊ,pɑdɪneɭʊ,,,,,,,
sand-Tamil-eighteen-1,,sand-Tamil,eighteen,pɑdɪneʈʈʊ,pɑdɪneʈʈʊ,,,,,,,
sand-Tamil-nineteen-1,,sand-Tamil,nineteen,pɑttonbədʊ,pɑttonbədʊ,,,,,,,
sand-Tamil-twenty-1,,sand-Tamil,twenty,ɪrʊbədʊ,ɪrʊbədʊ,,,,,,,
sand-Tamil-twentyone-1,,sand-Tamil,twentyone,ɪrʊbədɪ ondrʊ,ɪrʊbədɪ_ondrʊ,,,,,,,
sand-Tamil-twentytwo-1,,sand-Tamil,twentytwo,ɪrʊbədɪ rəndʊ,ɪrʊbədɪ_rəndʊ,,,,,,,
sand-Tamil-twentythree-1,,sand-Tamil,twentythree,ɪrʊbədɪ mu:ndrʊ,ɪrʊbədɪ_mu:ndrʊ,,,,,,,
sand-Tamil-twentyfour-1,,sand-Tamil,twentyfour,ɪrʊbədɪ nɑ:nɡʊ,ɪrʊbədɪ_nɑ:nɡʊ,,,,,,,
sand-Tamil-twentyfive-1,,sand-Tamil,twentyfive,ɪrʊbədɪ ɑɪndʊ,ɪrʊbədɪ_ɑɪndʊ,,,,,,,
sand-Tamil-twentysix-1,,sand-Tamil,twentysix,ɪrʊbədɪ ɑ:rʊ,ɪrʊbədɪ_ɑ:rʊ,,,,,,,
sand-Tamil-twentyseven-1,,sand-Tamil,twentyseven,ɪrʊbədɪ eɭʊ,ɪrʊbədɪ_eɭʊ,,,,,,,
sand-Tamil-twentyeight-1,,sand-Tamil,twentyeight,ɪrʊbədɪ eʈʈʊ,ɪrʊbədɪ_eʈʈʊ,,,,,,,
sand-Tamil-twentynine-1,,sand-Tamil,twentynine,ɪrʊbədɪ onbədʊ,ɪrʊbədɪ_onbədʊ,,,,,,,
sand-Tamil-thirty-1,,sand-Tamil,thirty,mʊppədʊ,mʊppədʊ,,,,,,,
sand-Tamil-thirtyone-1,,sand-Tamil,thirtyone,mʊppət ondrʊ,mʊppət_ondrʊ,,,,,,,
sand-Tamil-thirtytwo-1,,sand-Tamil,thirtytwo,mʊppət ɪrəndʊ,mʊppət_ɪrəndʊ,,,,,,,
sand-Tamil-thirtythree-1,,sand-Tamil,thirtythree,mʊppətɪ mu:ndrʊ,mʊppətɪ_mu:ndrʊ,,,,,,,
sand-Tamil-thirtyfour-1,,sand-Tamil,thirtyfour,mʊppətɪ nɑ:nɡʊ,mʊppətɪ_nɑ:nɡʊ,,,,,,,
sand-Tamil-thirtyfive-1,,sand-Tamil,thirtyfive,mʊppətɪ ɑɪndʊ,mʊppətɪ_ɑɪndʊ,,,,,,,
sand-Tamil-thirtysix-1,,sand-Tamil,thirtysix,mʊppətɪ ɑ:rʊ,mʊppətɪ_ɑ:rʊ,,,,,,,
sand-Tamil-thirtyseven-1,,sand-Tamil,thirtyseven,mʊppətɪ eɭʊ,mʊppətɪ_eɭʊ,,,,,,,
sand-Tamil-thirtyeight-1,,sand-Tamil,thirtyeight,mʊppətɪ eʈʈʊ,mʊppətɪ_eʈʈʊ,,,,,,,
sand-Tamil-thirtynine-1,,sand-Tamil,thirtynine,mʊppətɪ onbədʊ,mʊppətɪ_onbədʊ,,,,,,,
sand-Tamil-forty-1,,sand-Tamil,forty,nɑ:ppədʊ,nɑ:ppədʊ,,,,,,,
sand-Tamil-fortyone-1,,sand-Tamil,fortyone,nɑ:ppət ondrʊ,nɑ:ppət_ondrʊ,,,,,,,
sand-Tamil-fortytwo-1,,sand-Tamil,fortytwo,nɑ:ppɑt ɪrəndʊ,nɑ:ppɑt_ɪrəndʊ,,,,,,,
sand-Tamil-fortythree-1,,sand-Tamil,fortythree,nɑ:ppɑt mu:ndrʊ,nɑ:ppɑt_mu:ndrʊ,,,,,,,
sand-Tamil-fortyfour-1,,sand-Tamil,fortyfour,nɑ:ppɑtɪ nɑ:nɡʊ,nɑ:ppɑtɪ_nɑ:nɡʊ,,,,,,,
sand-Tamil-fortyfive-1,,sand-Tamil,fortyfive,nɑ:ppɑtɪ ɑɪndʊ,nɑ:ppɑtɪ_ɑɪndʊ,,,,,,,
sand-Tamil-fortysix-1,,sand-Tamil,fortysix,nɑ:ppɑtɪ ɑ:rʊ,nɑ:ppɑtɪ_ɑ:rʊ,,,,,,,
sand-Tamil-fortyseven-1,,sand-Tamil,fortyseven,nɑ:ppɑtɪ eɭʊ,nɑ:ppɑtɪ_eɭʊ,,,,,,,
sand-Tamil-fortyeight-1,,sand-Tamil,fortyeight,nɑ:ppɑtɪ eʈʈʊ,nɑ:ppɑtɪ_eʈʈʊ,,,,,,,
sand-Tamil-fortynine-1,,sand-Tamil,fortynine,nɑ:ppɑtɪ onbədʊ,nɑ:ppɑtɪ_onbədʊ,,,,,,,
sand-Tamil-fifty-1,,sand-Tamil,fifty,ɑɪmbədʊ,ɑɪmbədʊ,,,,,,,
sand-Tamil-fiftyone-1,,sand-Tamil,fiftyone,ɑɪmbət ondrʊ,ɑɪmbət_ondrʊ,,,,,,,
sand-Tamil-fiftytwo-1,,sand-Tamil,fiftytwo,ɑɪmbət ɪrəndʊ,ɑɪmbət_ɪrəndʊ,,,,,,,
sand-Tamil-fiftythree-1,,sand-Tamil,fiftythree,ɑɪmbətɪ mu:ndrʊ,ɑɪmbətɪ_mu:ndrʊ,,,,,,,
sand-Tamil-fiftyfour-1,,sand-Tamil,fiftyfour,ɑɪmbətɪ nɑ:nɡʊ,ɑɪmbətɪ_nɑ:nɡʊ,,,,,,,
sand-Tamil-fiftyfive-1,,sand-Tamil,fiftyfive,ɑɪmbətɪ ɑɪndʊ,ɑɪmbətɪ_ɑɪndʊ,,,,,,,
sand-Tamil-fiftysix-1,,sand-Tamil,fiftysix,ɑɪmbətɪ ɑ:rʊ,ɑɪmbətɪ_ɑ:rʊ,,,,,,,
sand-Tamil-fiftyseven-1,,sand-Tamil,fiftyseven,ɑɪmbətɪ eɭʊ,ɑɪmbətɪ_eɭʊ,,,,,,,
sand-Tamil-fiftyeight-1,,sand-Tamil,fiftyeight,ɑɪmbətɪ eʈʈʊ,ɑɪmbətɪ_eʈʈʊ,,,,,,,
sand-Tamil-fiftynine-1,,sand-Tamil,fiftynine,ɑɪmbətɪ onbədʊ,ɑɪmbətɪ_onbədʊ,,,,,,,
sand-Tamil-sixty-1,,sand-Tamil,sixty,ɑrʊbədʊ,ɑrʊbədʊ,,,,,,,
sand-Tamil-sixtyone-1,,sand-Tamil,sixtyone,ɑrʊbədɪ ondrʊ,ɑrʊbədɪ_ondrʊ,,,,,,,
sand-Tamil-sixtytwo-1,,sand-Tamil,sixtytwo,ɑrʊbədɪ ɪrəndʊ,ɑrʊbədɪ_ɪrəndʊ,,,,,,,
sand-Tamil-sixtythree-1,,sand-Tamil,sixtythree,ɑrʊbədɪ mu:ndrʊ,ɑrʊbədɪ_mu:ndrʊ,,,,,,,
sand-Tamil-sixtyfour-1,,sand-Tamil,sixtyfour,ɑrʊbədɪ nɑ:nɡʊ,ɑrʊbədɪ_nɑ:nɡʊ,,,,,,,
sand-Tamil-sixtyfive-1,,sand-Tamil,sixtyfive,ɑrʊbədɪ ɑɪndʊ,ɑrʊbədɪ_ɑɪndʊ,,,,,,,
sand-Tamil-sixtysix-1,,sand-Tamil,sixtysix,ɑrʊbədɪ ɑ:rʊ,ɑrʊbədɪ_ɑ:rʊ,,,,,,,
sand-Tamil-sixtyseven-1,,sand-Tamil,sixtyseven,ɑrʊbədɪ eɭʊ,ɑrʊbədɪ_eɭʊ,,,,,,,
sand-Tamil-sixtyeight-1,,sand-Tamil,sixtyeight,ɑrʊbədɪ eʈʈʊ,ɑrʊbədɪ_eʈʈʊ,,,,,,,
sand-Tamil-sixtynine-1,,sand-Tamil,sixtynine,ɑrʊbədɪ onbədʊ,ɑrʊbədɪ_onbədʊ,,,,,,,
sand-Tamil-seventy-1,,sand-Tamil,seventy,eɭubədʊ,eɭubədʊ,,,,,,,
sand-Tamil-seventyone-1,,sand-Tamil,seventyone,eɭubətɪ ondrʊ,eɭubətɪ_ondrʊ,,,,,,,
sand-Tamil-seventytwo-1,,sand-Tamil,seventytwo,eɭubətɪ ɪrəndʊ,eɭubətɪ_ɪrəndʊ,,,,,,,
sand-Tamil-seventythree-1,,sand-Tamil,seventythree,eɭubətɪ mu:ndrʊ,eɭubətɪ_mu:ndrʊ,,,,,,,
sand-Tamil-seventyfour-1,,sand-Tamil,seventyfour,eɭubətɪ nɑ:nɡʊ,eɭubətɪ_nɑ:nɡʊ,,,,,,,
sand-Tamil-seventyfive-1,,sand-Tamil,seventyfive,eɭubətɪ ɑɪndʊ,eɭubətɪ_ɑɪndʊ,,,,,,,
sand-Tamil-seventysix-1,,sand-Tamil,seventysix,eɭubətɪ ɑ:rʊ,eɭubətɪ_ɑ:rʊ,,,,,,,
sand-Tamil-seventyseven-1,,sand-Tamil,seventyseven,eɭubətɪ eɭʊ,eɭubətɪ_eɭʊ,,,,,,,
sand-Tamil-seventyeight-1,,sand-Tamil,seventyeight,eɭubətɪ eʈʈʊ,eɭubətɪ_eʈʈʊ,,,,,,,
sand-Tamil-seventynine-1,,sand-Tamil,seventynine,eɭubətɪ onbədʊ,eɭubətɪ_onbədʊ,,,,,,,
sand-Tamil-eighty-1,,sand-Tamil,eighty,eɳbədʊ,eɳbədʊ,,,,,,,
sand-Tamil-eightyone-1,,sand-Tamil,eightyone,eɳbət ondrʊ,eɳbət_ondrʊ,,,,,,,
sand-Tamil-eightytwo-1,,sand-Tamil,eightytwo,eɳbət ɪrəndʊ,eɳbət_ɪrəndʊ,,,,,,,
sand-Tamil-eightythree-1,,sand-Tamil,eightythree,eɳbətɪ mu:ndrʊ,eɳbətɪ_mu:ndrʊ,,,,,,,
sand-Tamil-eightyfour-1,,sand-Tamil,eightyfour,eɳbətɪ nɑ:nɡʊ,eɳbətɪ_nɑ:nɡʊ,,,,,,,
sand-Tamil-eightyfive-1,,sand-Tamil,eightyfive,eɳbətɪ ɑɪndʊ,eɳbətɪ_ɑɪndʊ,,,,,,,
sand-Tamil-eightysix-1,,sand-Tamil,eightysix,eɳbətɪ ɑ:rʊ,eɳbətɪ_ɑ:rʊ,,,,,,,
sand-Tamil-eightyseven-1,,sand-Tamil,eightyseven,eɳbətɪ eɭʊ,eɳbətɪ_eɭʊ,,,,,,,
sand-Tamil-eightyeight-1,,sand-Tamil,eightyeight,eɳbətɪ eʈʈʊ,eɳbətɪ_eʈʈʊ,,,,,,,
sand-Tamil-eightynine-1,,sand-Tamil,eightynine,eɳbətɪ onbədʊ,eɳbətɪ_onbədʊ,,,,,,,
sand-Tamil-ninety-1,,sand-Tamil,ninety,toɳɳu:rʊ,toɳɳu:rʊ,,,,,,,
sand-Tamil-ninetyone-1,,sand-Tamil,ninetyone,toɳɳu:rʊ ondrʊ,toɳɳu:rʊ_ondrʊ,,,,,,,
sand-Tamil-ninetytwo-1,,sand-Tamil,ninetytwo,toɳɳu:rʊ ɪrəndʊ,toɳɳu:rʊ_ɪrəndʊ,,,,,,,
sand-Tamil-ninetythree-1,,sand-Tamil,ninetythree,toɳɳu:rʊ mu:ndrʊ,toɳɳu:rʊ_mu:ndrʊ,,,,,,,
sand-Tamil-ninetyfour-1,,sand-Tamil,ninetyfour,toɳɳu:rʊ nɑ:nɡʊ,toɳɳu:rʊ_nɑ:nɡʊ,,,,,,,
sand-Tamil-ninetyfive-1,,sand-Tamil,ninetyfive,toɳɳu:rʊ ɑɪndʊ,toɳɳu:rʊ_ɑɪndʊ,,,,,,,
sand-Tamil-ninetysix-1,,sand-Tamil,ninetysix,toɳɳu:rʊ ɑ:rʊ,toɳɳu:rʊ_ɑ:rʊ,,,,,,,
sand-Tamil-ninetyseven-1,,sand-Tamil,ninetyseven,toɳɳu:rʊ eɭʊ,toɳɳu:rʊ_eɭʊ,,,,,,,
sand-Tamil-ninetyeight-1,,sand-Tamil,ninetyeight,toɳɳu:rʊ eʈʈʊ,toɳɳu:rʊ_eʈʈʊ,,,,,,,
sand-Tamil-ninetynine-1,,sand-Tamil,ninetynine,toɳɳu:rʊ onbədʊ,toɳɳu:rʊ_onbədʊ,,,,,,,
sand-Tamil-hundred-1,,sand-Tamil,hundred,nu:rʊ,nu:rʊ,,,,,,,
sand-Tamil-thousand-1,,sand-Tamil,thousand,ɑ:yɪrəm,ɑ:yɪrəm,,,,,,,
sand-Malayalam-one-1,,sand-Malayalam,one,oɳɳə,oɳɳə,,,,,,,
sand-Malayalam-two-1,,sand-Malayalam,two,rɑɳɖə,rɑɳɖə,,,,,,,
sand-Malayalam-three-1,,sand-Malayalam,three,mu:ɳɳə,mu:ɳɳə,,,,,,,
sand-Malayalam-four-1,,sand-Malayalam,four,ɳɑ:lə,ɳɑ:lə,,,,,,,
sand-Malayalam-five-1,,sand-Malayalam,five,ɑɲjə,ɑɲjə,,,,,,,
sand-Malayalam-six-1,,sand-Malayalam,six,ɑ:rə,ɑ:rə,,,,,,,
sand-Malayalam-seven-1,,sand-Malayalam,seven,e:ɽə,e:ɽə,,,,,,,
sand-Malayalam-eight-1,,sand-Malayalam,eight,eʈʈə,eʈʈə,,,,,,,
sand-Malayalam-nine-1,,sand-Malayalam,nine,ombɑtə,ombɑtə,,,,,,,
sand-Malayalam-ten-1,,sand-Malayalam,ten,pɑttə,pɑttə,,,,,,,
sand-Malayalam-eleven-1,,sand-Malayalam,eleven,pɑtɪnoɳɳə,pɑtɪnoɳɳə,,,,,,,
sand-Malayalam-twelve-1,,sand-Malayalam,twelve,pɑntrɑɳɖə,pɑntrɑɳɖə,,,,,,,
sand-Malayalam-thirteen-1,,sand-Malayalam,thirteen,pɑtɪmuɳɳə,pɑtɪmuɳɳə,,,,,,,
sand-Malayalam-fourteen-1,,sand-Malayalam,fourteen,pɑtɪɳɑlə,pɑtɪɳɑlə,,,,,,,
sand-Malayalam-fifteen-1,,sand-Malayalam,fifteen,pɑtɪnɑɲjə,pɑtɪnɑɲjə,,,,,,,
sand-Malayalam-sixteen-1,,sand-Malayalam,sixteen,pɑtɪnɑ:rə,pɑtɪnɑ:rə,,,,,,,
sand-Malayalam-seventeen-1,,sand-Malayalam,seventeen,pɑtɪne:ɽə,pɑtɪne:ɽə,,,,,,,
sand-Malayalam-eighteen-1,,sand-Malayalam,eighteen,pɑtineʈʈə,pɑtineʈʈə,,,,,,,
sand-Malayalam-nineteen-1,,sand-Malayalam,nineteen,pɑttɔnbɑtə,pɑttɔnbɑtə,,,,,,,
sand-Malayalam-twenty-1,,sand-Malayalam,twenty,irupɑtə,irupɑtə,,,,,,,
sand-Malayalam-twentyone-1,,sand-Malayalam,twentyone,irupɑtti oɳɳə,irupɑtti_oɳɳə,,,,,,,
sand-Malayalam-twentytwo-1,,sand-Malayalam,twentytwo,irupɑtti rɑɳɖə,irupɑtti_rɑɳɖə,,,,,,,
sand-Malayalam-twentythree-1,,sand-Malayalam,twentythree,irupɑtti mu:ɳɳə,irupɑtti_mu:ɳɳə,,,,,,,
sand-Malayalam-twentyfour-1,,sand-Malayalam,twentyfour,irupɑtti ɳɑ:lə,irupɑtti_ɳɑ:lə,,,,,,,
sand-Malayalam-twentyfive-1,,sand-Malayalam,twentyfive,irupɑtti ɑɲjə,irupɑtti_ɑɲjə,,,,,,,
sand-Malayalam-twentysix-1,,sand-Malayalam,twentysix,irupɑtti ɑ:rə,irupɑtti_ɑ:rə,,,,,,,
sand-Malayalam-twentyseven-1,,sand-Malayalam,twentyseven,irupɑtti e:ɽə,irupɑtti_e:ɽə,,,,,,,
sand-Malayalam-twentyeight-1,,sand-Malayalam,twentyeight,irupɑtti eʈʈə,irupɑtti_eʈʈə,,,,,,,
sand-Malayalam-twentynine-1,,sand-Malayalam,twentynine,irupɑtti ombɑtə,irupɑtti_ombɑtə,,,,,,,
sand-Malayalam-thirty-1,,sand-Malayalam,thirty,muppɑtə,muppɑtə,,,,,,,
sand-Malayalam-thirtyone-1,,sand-Malayalam,thirtyone,muppɑti oɳɳə,muppɑti_oɳɳə,,,,,,,
sand-Malayalam-thirtytwo-1,,sand-Malayalam,thirtytwo,muppɑti rɑɳɖə,muppɑti_rɑɳɖə,,,,,,,
