"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc"
"24974",14,"numerals-lahu1252-1-fourteen-1","numerals-lahu1252-1","Chan2019","fourteen",14,"te˥ tʃʰi˩ ʔɔ˥","tetshio",NA,"false","(1[⋅]10)[+]4","",NA,"RE-GLOSSED","(1[⋅]10)[+]4","(1⋅10)+4","abs(abs(1*10))+4"
"24975",15,"numerals-lahu1252-1-fifteen-1","numerals-lahu1252-1","Chan2019","fifteen",15,"te˥ tʃʰi˩ ŋa˥","tetshinga",NA,"false","(1[⋅]10)[+]5","",NA,"RE-GLOSSED","(1[⋅]10)[+]5","(1⋅10)+5","abs(abs(1*10))+5"
"24976",16,"numerals-lahu1252-1-sixteen-1","numerals-lahu1252-1","Chan2019","sixteen",16,"te˥ tʃʰi˩ kʰɔ˥ʔ","tetshikho",NA,"false","(1[⋅]10)[+]6","",NA,"RE-GLOSSED","(1[⋅]10)[+]6","(1⋅10)+6","abs(abs(1*10))+6"
"24977",17,"numerals-lahu1252-1-seventeen-1","numerals-lahu1252-1","Chan2019","seventeen",17,"te˥ tʃʰi˩ zə˦","tetshiza",NA,"false","(1[⋅]10)[+]7","",NA,"RE-GLOSSED","(1[⋅]10)[+]7","(1⋅10)+7","abs(abs(1*10))+7"
"24978",18,"numerals-lahu1252-1-eighteen-1","numerals-lahu1252-1","Chan2019","eighteen",18,"te˥ tʃʰi˩ hi˥","tetshihi",NA,"false","(1[⋅]10)[+]8","",NA,"RE-GLOSSED","(1[⋅]10)[+]8","(1⋅10)+8","abs(abs(1*10))+8"
"24979",19,"numerals-lahu1252-1-nineteen-1","numerals-lahu1252-1","Chan2019","nineteen",19,"te˥ tʃʰi˩ kɔ˥","tetshiko",NA,"false","(1[⋅]10)[+]9","",NA,"RE-GLOSSED","(1[⋅]10)[+]9","(1⋅10)+9","abs(abs(1*10))+9"
"24980",20,"numerals-lahu1252-1-twenty-1","numerals-lahu1252-1","Chan2019","twenty",20,"ɲi˥ tʃʰi˩","nitshi",NA,"false","2[⋅]10","",NA,"RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)"
"24981",21,"numerals-lahu1252-1-twentyone-1","numerals-lahu1252-1","Chan2019","twentyone",21,"ɲi˥ tʃʰi˩ te˥","nitshite",NA,"false","(2[⋅]10)[+]1","",NA,"RE-GLOSSED","(2[⋅]10)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"24982",22,"numerals-lahu1252-1-twentytwo-1","numerals-lahu1252-1","Chan2019","twentytwo",22,"ɲi˥ tʃʰi˩ ɲi˥","nitshini",NA,"false","(2[⋅]10)[+]2","",NA,"RE-GLOSSED","(2[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"24983",23,"numerals-lahu1252-1-twentythree-1","numerals-lahu1252-1","Chan2019","twentythree",23,"ɲi˥ tʃʰi˩ sʰɛ˥ʔ","nitshishe",NA,"false","(2[⋅]10)[+]3","",NA,"RE-GLOSSED","(2[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"24984",24,"numerals-lahu1252-1-twentyfour-1","numerals-lahu1252-1","Chan2019","twentyfour",24,"ɲi˥ tʃʰi˩ ʔɔ˥","nitshio",NA,"false","(2[⋅]10)[+]4","",NA,"RE-GLOSSED","(2[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"24985",25,"numerals-lahu1252-1-twentyfive-1","numerals-lahu1252-1","Chan2019","twentyfive",25,"ɲi˥ tʃʰi˩ ŋa˥","nitshinga",NA,"false","(2[⋅]10)[+]5","",NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"24986",26,"numerals-lahu1252-1-twentysix-1","numerals-lahu1252-1","Chan2019","twentysix",26,"ɲi˥ tʃʰi˩ kʰɔ˥ʔ","nitshikho",NA,"false","(2[⋅]10)[+]6","",NA,"RE-GLOSSED","(2[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"24987",27,"numerals-lahu1252-1-twentyseven-1","numerals-lahu1252-1","Chan2019","twentyseven",27,"ɲi˥ tʃʰi˩ zə˦","nitshiza",NA,"false","(2[⋅]10)[+]7","",NA,"RE-GLOSSED","(2[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"24988",28,"numerals-lahu1252-1-twentyeight-1","numerals-lahu1252-1","Chan2019","twentyeight",28,"ɲi˥ tʃʰi˩ hi˥","nitshihi",NA,"false","(2[⋅]10)[+]8","",NA,"RE-GLOSSED","(2[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"24989",29,"numerals-lahu1252-1-twentynine-1","numerals-lahu1252-1","Chan2019","twentynine",29,"ɲi˥ tʃʰi˩ kɔ˥","nitshiko",NA,"false","(2[⋅]10)[+]9","",NA,"RE-GLOSSED","(2[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"24990",30,"numerals-lahu1252-1-thirty-1","numerals-lahu1252-1","Chan2019","thirty",30,"sʰɛ˥ʔ tʃʰi˩","shetshi",NA,"false","3[⋅]10","",NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"24991",31,"numerals-lahu1252-1-forty-1","numerals-lahu1252-1","Chan2019","forty",40,"ʔɔ˥ tʃʰi˩","otshi",NA,"false","4[⋅]10","",NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"24992",32,"numerals-lahu1252-1-fifty-1","numerals-lahu1252-1","Chan2019","fifty",50,"ŋa˥ tʃʰi˩","ngatshi",NA,"false","5[⋅]10","",NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"24993",33,"numerals-lahu1252-1-sixty-1","numerals-lahu1252-1","Chan2019","sixty",60,"kʰɔ˥ʔ tʃʰi˩","khotshi",NA,"false","6[⋅]10","",NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"24994",34,"numerals-lahu1252-1-seventy-1","numerals-lahu1252-1","Chan2019","seventy",70,"zə˦tʃʰi˩","zatshi",NA,"false","7[⋅]10","",NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"24995",35,"numerals-lahu1252-1-eighty-1","numerals-lahu1252-1","Chan2019","eighty",80,"hi˥ tʃʰi˩","hitshi",NA,"false","8[⋅]10","",NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"24996",36,"numerals-lahu1252-1-ninety-1","numerals-lahu1252-1","Chan2019","ninety",90,"kɔ˥ tʃʰi˩","kotshi",NA,"false","9[⋅]10","",NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"24997",37,"numerals-lahu1252-1-hundred-1","numerals-lahu1252-1","Chan2019","hundred",100,"te˥ ha˩","teha",NA,"false","1[⋅]100","",NA,"RE-GLOSSED","1[⋅]100","1⋅100","abs(1*100)"
"24998",38,"numerals-lahu1252-1-twohundred-1","numerals-lahu1252-1","Chan2019","twohundred",200,"ɲi˥ ha˩","niha",NA,"false","2[⋅]100","",NA,"RE-GLOSSED","2[⋅]100","2⋅100","abs(2*100)"
"24999",39,"numerals-lahu1252-1-thousand-1","numerals-lahu1252-1","Chan2019","thousand",1000,"te˥ hi˥","tehi",NA,"false","1[⋅]1000","<hi˥> ‘thousand’ possibly borrowed from Tai-Kadai",NA,"RE-GLOSSED","1[⋅]1000","1⋅1000","abs(1*1000)"
"25000",40,"numerals-lahu1252-1-twothousand-1","numerals-lahu1252-1","Chan2019","twothousand",2000,"ɲi˥ hi˥","nihi",NA,"false","2[⋅]1000","<hi˥> ‘thousand’ possibly borrowed from Tai-Kadai",NA,"RE-GLOSSED","2[⋅]1000","2⋅1000","abs(2*1000)"
"25001",1,"numerals-kats1235-1-one-1","numerals-kats1235-1","Chan2019","one",1,"tɛi31","tei31",NA,"false","1",NA,"","RE-GLOSSED","1","1","1"
"25002",2,"numerals-kats1235-1-two-1","numerals-kats1235-1","Chan2019","two",2,"ŋ31","ng31",NA,"false","2",NA,"","RE-GLOSSED","2","2","2"
"25003",3,"numerals-kats1235-1-three-1","numerals-kats1235-1","Chan2019","three",3,"si33","si33",NA,"false","3",NA,"","RE-GLOSSED","3","3","3"
"25004",4,"numerals-kats1235-1-four-1","numerals-kats1235-1","Chan2019","four",4,"xɤ33","xu33",NA,"false","4",NA,"","RE-GLOSSED","4","4","4"
"25005",5,"numerals-kats1235-1-five-1","numerals-kats1235-1","Chan2019","five",5,"ŋa31","nga31",NA,"false","5",NA,"","RE-GLOSSED","5","5","5"
"25006",6,"numerals-kats1235-1-six-1","numerals-kats1235-1","Chan2019","six",6,"tɕʰo53","tcho53",NA,"false","6",NA,"","RE-GLOSSED","6","6","6"
"25007",7,"numerals-kats1235-1-seven-1","numerals-kats1235-1","Chan2019","seven",7,"sɿ31","sr31",NA,"false","7",NA,"","RE-GLOSSED","7","7","7"
"25008",8,"numerals-kats1235-1-eight-1","numerals-kats1235-1","Chan2019","eight",8,"ɕi53","ci53",NA,"false","8",NA,"","RE-GLOSSED","8","8","8"
"25009",9,"numerals-kats1235-1-nine-1","numerals-kats1235-1","Chan2019","nine",9,"kv33","kv33",NA,"false","9",NA,"","RE-GLOSSED","9","9","9"
"25010",10,"numerals-kats1235-1-ten-1","numerals-kats1235-1","Chan2019","ten",10,"tsʰi33","tshi33",NA,"false","10",NA,"","RE-GLOSSED","10","10","10"
"25011",11,"numerals-kats1235-1-eleven-1","numerals-kats1235-1","Chan2019","eleven",11,"tsʰi33tsɿ35","tshi33tsr35",NA,"false","10[+]1′",NA,"","RE-GLOSSED","10[+]1′","10+1","10+1"
"25012",12,"numerals-kats1235-1-twelve-1","numerals-kats1235-1","Chan2019","twelve",12,"tsʰi33 ŋ31","tshi33ng31",NA,"false","10[+]2",NA,"","RE-GLOSSED","10[+]2","10+2","10+2"
"25013",13,"numerals-kats1235-1-thirteen-1","numerals-kats1235-1","Chan2019","thirteen",13,"tsʰi33 si24","tshi33si24",NA,"false","10[+]3′",NA,"","RE-GLOSSED","10[+]3′","10+3","10+3"
"25014",14,"numerals-kats1235-1-fourteen-1","numerals-kats1235-1","Chan2019","fourteen",14,"tsʰi33 xɤ24","tshi33xu24",NA,"false","10[+]4",NA,"","RE-GLOSSED","10[+]4","10+4","10+4"
"25015",15,"numerals-kats1235-1-fifteen-1","numerals-kats1235-1","Chan2019","fifteen",15,"tsʰi33ŋa31","tshi33nga31",NA,"false","10[+]5",NA,"","RE-GLOSSED","10[+]5","10+5","10+5"
"25016",16,"numerals-kats1235-1-sixteen-1","numerals-kats1235-1","Chan2019","sixteen",16,"tsʰi33 tɕʰo53","tshi33tcho53",NA,"false","10[+]6",NA,"","RE-GLOSSED","10[+]6","10+6","10+6"
"25017",17,"numerals-kats1235-1-seventeen-1","numerals-kats1235-1","Chan2019","seventeen",17,"tsʰi33 sɿ31","tshi33sr31",NA,"false","10[+]7",NA,"","RE-GLOSSED","10[+]7","10+7","10+7"
"25018",18,"numerals-kats1235-1-eighteen-1","numerals-kats1235-1","Chan2019","eighteen",18,"tsʰi33 ɕi53","tshi33ci53",NA,"false","10[+]8",NA,"","RE-GLOSSED","10[+]8","10+8","10+8"
"25019",19,"numerals-kats1235-1-nineteen-1","numerals-kats1235-1","Chan2019","nineteen",19,"tsʰi33 kv24","tshi33kv24",NA,"false","10[+]9′",NA,"","RE-GLOSSED","10[+]9′","10+9","10+9"
"25020",20,"numerals-kats1235-1-twenty-1","numerals-kats1235-1","Chan2019","twenty",20,"ŋ31 tsi24","ng31tsi24",NA,"false","2[⋅]10′",NA,"","RE-GLOSSED","2[⋅]10′","2⋅10","abs(2*10)"
"25021",21,"numerals-kats1235-1-twentyone-1","numerals-kats1235-1","Chan2019","twentyone",21,"tsi33tɛi31","tsi33tei31",NA,"false","([2⋅]10′)[+]1",NA,"20[+]1","RE-GLOSSED","([2⋅]10′)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"25022",22,"numerals-kats1235-1-twentytwo-1","numerals-kats1235-1","Chan2019","twentytwo",22,"tsi33 ŋ31","tsi33ng31",NA,"false","([2⋅]10′)[+]2",NA,"20[+]2","RE-GLOSSED","([2⋅]10′)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"25023",23,"numerals-kats1235-1-twentythree-1","numerals-kats1235-1","Chan2019","twentythree",23,"tsi33 si24","tsi33si24",NA,"false","([2⋅]10′)[+]3′",NA,"20[+]3′","RE-GLOSSED","([2⋅]10′)[+]3′","(2⋅10)+3","abs(abs(2*10))+3"
"25024",24,"numerals-kats1235-1-twentyfour-1","numerals-kats1235-1","Chan2019","twentyfour",24,"tsi33xɤ24","tsi33xu24",NA,"false","([2⋅]10′)[+]4",NA,"20[+]4","RE-GLOSSED","([2⋅]10′)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"25025",25,"numerals-kats1235-1-twentyfive-1","numerals-kats1235-1","Chan2019","twentyfive",25,"tsi33 ŋa31","tsi33nga31",NA,"false","([2⋅]10′)[+]5",NA,"20[+]5","RE-GLOSSED","([2⋅]10′)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"25026",26,"numerals-kats1235-1-twentysix-1","numerals-kats1235-1","Chan2019","twentysix",26,"tsi33 tɕʰo53","tsi33tcho53",NA,"false","([2⋅]10′)[+]6",NA,"20[+]6","RE-GLOSSED","([2⋅]10′)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"25027",27,"numerals-kats1235-1-twentyseven-1","numerals-kats1235-1","Chan2019","twentyseven",27,"tsi33 sɿ31","tsi33sr31",NA,"false","([2⋅]10′)[+]7",NA,"20[+]7","RE-GLOSSED","([2⋅]10′)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"25028",28,"numerals-kats1235-1-twentyeight-1","numerals-kats1235-1","Chan2019","twentyeight",28,"tsi33ɕi53","tsi33ci53",NA,"false","([2⋅]10′)[+]8",NA,"20[+]8","RE-GLOSSED","([2⋅]10′)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"25029",29,"numerals-kats1235-1-twentynine-1","numerals-kats1235-1","Chan2019","twentynine",29,"tsi33 kv24","tsi33kv24",NA,"false","([2⋅]10′)[+]9′",NA,"20[+]9′","RE-GLOSSED","([2⋅]10′)[+]9′","(2⋅10)+9","abs(abs(2*10))+9"
"25030",30,"numerals-kats1235-1-thirty-1","numerals-kats1235-1","Chan2019","thirty",30,"si33 tsʰi33","si33tshi33",NA,"false","3[⋅]10",NA,"","RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"25031",31,"numerals-kats1235-1-forty-1","numerals-kats1235-1","Chan2019","forty",40,"xɤ33 tsʰi33","xu33tshi33",NA,"false","4[⋅]10",NA,"","RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"25032",32,"numerals-kats1235-1-fifty-1","numerals-kats1235-1","Chan2019","fifty",50,"ŋa31 tsʰi33","nga31tshi33",NA,"false","5[⋅]10",NA,"","RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"25033",33,"numerals-kats1235-1-sixty-1","numerals-kats1235-1","Chan2019","sixty",60,"tɕʰo53 tsʰi33","tcho53tshi33",NA,"false","6[⋅]10",NA,"","RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"25034",34,"numerals-kats1235-1-seventy-1","numerals-kats1235-1","Chan2019","seventy",70,"sɿ31 tsʰi33","sr31tshi33",NA,"false","7[⋅]10",NA,"","RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"25035",35,"numerals-kats1235-1-eighty-1","numerals-kats1235-1","Chan2019","eighty",80,"ɕi53 tsʰi33","ci53tshi33",NA,"false","8[⋅]10",NA,"","RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"25036",36,"numerals-kats1235-1-ninety-1","numerals-kats1235-1","Chan2019","ninety",90,"kv33 tsʰi33","kv33tshi33",NA,"false","9[⋅]10",NA,"","RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"25037",37,"numerals-kats1235-1-hundred-1","numerals-kats1235-1","Chan2019","hundred",100,"tɛi31xa323","tei31xa323",NA,"false","1[⋅]100",NA,"","RE-GLOSSED","1[⋅]100","1⋅100","abs(1*100)"
"25038",38,"numerals-kats1235-1-twohundred-1","numerals-kats1235-1","Chan2019","twohundred",200,"ŋ31xa323","ng31xa323",NA,"false","2[⋅]100",NA,"","RE-GLOSSED","2[⋅]100","2⋅100","abs(2*100)"
"25039",39,"numerals-kats1235-1-thousand-1","numerals-kats1235-1","Chan2019","thousand",1000,"tɛi31 tv24","tei31tv24",NA,"false","1[⋅]1000",NA,"","RE-GLOSSED","1[⋅]1000","1⋅1000","abs(1*1000)"
"25040",40,"numerals-kats1235-1-twothousand-1","numerals-kats1235-1","Chan2019","twothousand",2000,"ŋ31 tv24","ng31tv24",NA,"false","2[⋅]1000",NA,"","RE-GLOSSED","2[⋅]1000","2⋅1000","abs(2*1000)"
"25041",1,"numerals-sadu1234-1-one-1","numerals-sadu1234-1","Chan2019","one",1,"te21","te21",NA,"false","1","","","RE-GLOSSED","1","1","1"
"25042",2,"numerals-sadu1234-1-two-1","numerals-sadu1234-1","Chan2019","two",2,"ȵi21","ni21",NA,"false","2","","","RE-GLOSSED","2","2","2"
"25043",3,"numerals-sadu1234-1-three-1","numerals-sadu1234-1","Chan2019","three",3,"sə33","sa33",NA,"false","3","","","RE-GLOSSED","3","3","3"
"25044",4,"numerals-sadu1234-1-four-1","numerals-sadu1234-1","Chan2019","four",4,"li33","li33",NA,"false","4","","","RE-GLOSSED","4","4","4"
"25045",5,"numerals-sadu1234-1-five-1","numerals-sadu1234-1","Chan2019","five",5,"ŋo33","ngo33",NA,"false","5","","","RE-GLOSSED","5","5","5"
"25046",6,"numerals-sadu1234-1-six-1","numerals-sadu1234-1","Chan2019","six",6,"tsʰv̩31","tshv31",NA,"false","6","","","RE-GLOSSED","6","6","6"
"25047",7,"numerals-sadu1234-1-seven-1","numerals-sadu1234-1","Chan2019","seven",7,"sɿ24","sr24",NA,"false","7","","","RE-GLOSSED","7","7","7"
"25048",8,"numerals-sadu1234-1-eight-1","numerals-sadu1234-1","Chan2019","eight",8,"xe42","xe42",NA,"false","8","","","RE-GLOSSED","8","8","8"
"25049",9,"numerals-sadu1234-1-nine-1","numerals-sadu1234-1","Chan2019","nine",9,"ɡɯ33","gw33",NA,"false","9","","","RE-GLOSSED","9","9","9"
"25050",10,"numerals-sadu1234-1-ten-1","numerals-sadu1234-1","Chan2019","ten",10,"tɕʰi21","tchi21",NA,"false","10","","","RE-GLOSSED","10","10","10"
"25051",11,"numerals-sadu1234-1-eleven-1","numerals-sadu1234-1","Chan2019","eleven",11,"tɕʰi21tɕi33","tchi21tci33",NA,"false","10+1′","","","RE-GLOSSED","10+1′","10+1","10+1"
"25052",12,"numerals-sadu1234-1-twelve-1","numerals-sadu1234-1","Chan2019","twelve",12,"tɕʰi21ȵi31","tchi21ni31",NA,"false","10+2","","","RE-GLOSSED","10+2","10+2","10+2"
"25053",13,"numerals-sadu1234-1-thirteen-1","numerals-sadu1234-1","Chan2019","thirteen",13,"tɕʰi21sə33","tchi21sa33",NA,"false","10+3","","","RE-GLOSSED","10+3","10+3","10+3"
"25054",14,"numerals-sadu1234-1-fourteen-1","numerals-sadu1234-1","Chan2019","fourteen",14,"tɕʰi21li33","tchi21li33",NA,"false","10+4","","","RE-GLOSSED","10+4","10+4","10+4"
"25055",15,"numerals-sadu1234-1-fifteen-1","numerals-sadu1234-1","Chan2019","fifteen",15,"tɕʰi21ŋo33","tchi21ngo33",NA,"false","10+5","","","RE-GLOSSED","10+5","10+5","10+5"
"25056",16,"numerals-sadu1234-1-sixteen-1","numerals-sadu1234-1","Chan2019","sixteen",16,"tɕʰi21tsʰv̩31","tchi21tshv31",NA,"false","10+6","","","RE-GLOSSED","10+6","10+6","10+6"
"25057",17,"numerals-sadu1234-1-seventeen-1","numerals-sadu1234-1","Chan2019","seventeen",17,"tɕʰi21sɿ24","tchi21sr24",NA,"false","10+7","","","RE-GLOSSED","10+7","10+7","10+7"
"25058",18,"numerals-sadu1234-1-eighteen-1","numerals-sadu1234-1","Chan2019","eighteen",18,"tɕʰi21xe42","tchi21xe42",NA,"false","10+8","","","RE-GLOSSED","10+8","10+8","10+8"
"25059",19,"numerals-sadu1234-1-nineteen-1","numerals-sadu1234-1","Chan2019","nineteen",19,"tɕʰi21ɡɯ33","tchi21gw33",NA,"false","10+9","","","RE-GLOSSED","10+9","10+9","10+9"
"25060",20,"numerals-sadu1234-1-twenty-1","numerals-sadu1234-1","Chan2019","twenty",20,"ȵi21tɕi33","ni21tci33",NA,"false","2[⋅]1′[⋅10]","","","RE-GLOSSED","2[⋅]1′[⋅10]","2⋅1⋅10","abs(2*1)*10"
"25061",21,"numerals-sadu1234-1-twentyone-1","numerals-sadu1234-1","Chan2019","twentyone",21,"tɕi33 tɕɿ21","tci33tcr21",NA,"false","?","The form appears to be missing an initial <ȵi21> ‘2’.","([2⋅]1′[⋅10])[+]1","RE-GLOSSED","?","?",NA
"25062",22,"numerals-sadu1234-1-twentytwo-1","numerals-sadu1234-1","Chan2019","twentytwo",22,"tɕi33 ȵi21","tci33ni21",NA,"false","?","The form appears to be missing an initial <ȵi21> ‘2’.","([2⋅]1′[⋅10])[+]2","RE-GLOSSED","?","?",NA
"25063",23,"numerals-sadu1234-1-twentythree-1","numerals-sadu1234-1","Chan2019","twentythree",23,"tɕi33 sə33","tci33sa33",NA,"false","?","The form appears to be missing an initial <ȵi21> ‘2’.","([2⋅]1′[⋅10])[+]3","RE-GLOSSED","?","?",NA
"25064",24,"numerals-sadu1234-1-twentyfour-1","numerals-sadu1234-1","Chan2019","twentyfour",24,"tɕi33 li33","tci33li33",NA,"false","?","The form appears to be missing an initial <ȵi21> ‘2’.","([2⋅]1′[⋅10])[+]4","RE-GLOSSED","?","?",NA
"25065",25,"numerals-sadu1234-1-twentyfive-1","numerals-sadu1234-1","Chan2019","twentyfive",25,"tɕi33 ŋo33","tci33ngo33",NA,"false","?","The form appears to be missing an initial <ȵi21> ‘2’.","([2⋅]1′[⋅10])[+]5","RE-GLOSSED","?","?",NA
"25066",26,"numerals-sadu1234-1-twentysix-1","numerals-sadu1234-1","Chan2019","twentysix",26,"tɕi33 tsʰv̩31","tci33tshv31",NA,"false","?","The form appears to be missing an initial <ȵi21> ‘2’.","([2⋅]1′[⋅10])[+]6","RE-GLOSSED","?","?",NA
"25067",27,"numerals-sadu1234-1-twentyseven-1","numerals-sadu1234-1","Chan2019","twentyseven",27,"tɕi33 sɿ24","tci33sr24",NA,"false","?","The form appears to be missing an initial <ȵi21> ‘2’.","([2⋅]1′[⋅10])[+]7","RE-GLOSSED","?","?",NA
"25068",28,"numerals-sadu1234-1-twentyeight-1","numerals-sadu1234-1","Chan2019","twentyeight",28,"tɕi33 xe42","tci33xe42",NA,"false","?","The form appears to be missing an initial <ȵi21> ‘2’.","([2⋅]1′[⋅10])[+]8","RE-GLOSSED","?","?",NA
"25069",29,"numerals-sadu1234-1-twentynine-1","numerals-sadu1234-1","Chan2019","twentynine",29,"tɕi33 ɡɯ33","tci33gw33",NA,"false","?","The form appears to be missing an initial <ȵi21> ‘2’.","([2⋅]1′[⋅10])[+]9","RE-GLOSSED","?","?",NA
"25070",30,"numerals-sadu1234-1-thirty-1","numerals-sadu1234-1","Chan2019","thirty",30,"sə33 tɕʰi33","sa33tchi33",NA,"false","3[⋅]10","","","RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"25071",31,"numerals-sadu1234-1-forty-1","numerals-sadu1234-1","Chan2019","forty",40,"li33 tɕʰi33","li33tchi33",NA,"false","4[⋅]10","","","RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"25072",32,"numerals-sadu1234-1-fifty-1","numerals-sadu1234-1","Chan2019","fifty",50,"ŋo33 tɕʰi33","ngo33tchi33",NA,"false","5[⋅]10","","","RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"25073",33,"numerals-sadu1234-1-sixty-1","numerals-sadu1234-1","Chan2019","sixty",60,"tsʰv̩31 tɕʰi33","tshv31tchi33",NA,"false","6[⋅]10","","","RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"25074",34,"numerals-sadu1234-1-seventy-1","numerals-sadu1234-1","Chan2019","seventy",70,"sɿ24 tɕʰi33","sr24tchi33",NA,"false","7[⋅]10","","","RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"25075",35,"numerals-sadu1234-1-eighty-1","numerals-sadu1234-1","Chan2019","eighty",80,"xe42 tɕʰi33","xe42tchi33",NA,"false","8[⋅]10","","","RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"25076",36,"numerals-sadu1234-1-ninety-1","numerals-sadu1234-1","Chan2019","ninety",90,"ɡɯ33 tɕʰi33","gw33tchi33",NA,"false","9[⋅]10","","","RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"25077",37,"numerals-sadu1234-1-hundred-1","numerals-sadu1234-1","Chan2019","hundred",100,"te21xo21","te21xo21",NA,"false","1[⋅]100","","","RE-GLOSSED","1[⋅]100","1⋅100","abs(1*100)"
"25078",38,"numerals-sadu1234-1-twohundred-1","numerals-sadu1234-1","Chan2019","twohundred",200,"ȵi31sə˞21","ni31sar21",NA,"false","2[⋅]100′","","","RE-GLOSSED","2[⋅]100′","2⋅100","abs(2*100)"
"25079",39,"numerals-sadu1234-1-thousand-1","numerals-sadu1234-1","Chan2019","thousand",1000,"te21 sə˞21","te21sar21",NA,"false","?","This appears to be an error: 1⋅100′ = 100.","","RE-GLOSSED","?","?",NA
"25080",40,"numerals-sadu1234-1-twothousand-1","numerals-sadu1234-1","Chan2019","twothousand",2000,"ȵi31tu44","ni31tu44",NA,"false","2[⋅]1000","","","RE-GLOSSED","2[⋅]1000","2⋅1000","abs(2*1000)"
"25081",41,"numerals-sadu1234-1-tenthousand-1","numerals-sadu1234-1","Chan2019","tenthousand",10000,"te21 va55","te21va55",NA,"false","1[⋅]10000","","","RE-GLOSSED","1[⋅]10000","1⋅10000","abs(1*10000)"
"25082",1,"numerals-sama1295-1-one-1","numerals-sama1295-1","Chan2019","one",1,"si21","si21",NA,"false","1",NA,NA,"RE-GLOSSED","1","1","1"
"25083",2,"numerals-sama1295-1-two-1","numerals-sama1295-1","Chan2019","two",2,"ȵi21","ni21",NA,"false","2",NA,NA,"RE-GLOSSED","2","2","2"
"25084",3,"numerals-sama1295-1-three-1","numerals-sama1295-1","Chan2019","three",3,"sə˞33","sar33",NA,"false","3",NA,NA,"RE-GLOSSED","3","3","3"
"25085",4,"numerals-sama1295-1-four-1","numerals-sama1295-1","Chan2019","four",4,"li33","li33",NA,"false","4",NA,NA,"RE-GLOSSED","4","4","4"
"25086",5,"numerals-sama1295-1-five-1","numerals-sama1295-1","Chan2019","five",5,"ŋɔ21","ngo21",NA,"false","5",NA,NA,"RE-GLOSSED","5","5","5"
"25087",6,"numerals-sama1295-1-six-1","numerals-sama1295-1","Chan2019","six",6,"tɕʰiəu55","tchiau55",NA,"false","6",NA,NA,"RE-GLOSSED","6","6","6"
"25088",7,"numerals-sama1295-1-seven-1","numerals-sama1295-1","Chan2019","seven",7,"si13","si13",NA,"false","7",NA,NA,"RE-GLOSSED","7","7","7"
"25089",8,"numerals-sama1295-1-eight-1","numerals-sama1295-1","Chan2019","eight",8,"he55","he55",NA,"false","8",NA,NA,"RE-GLOSSED","8","8","8"
"25090",9,"numerals-sama1295-1-nine-1","numerals-sama1295-1","Chan2019","nine",9,"kə33","ka33",NA,"false","9",NA,NA,"RE-GLOSSED","9","9","9"
