"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc"
"25091",10,"numerals-sama1295-1-ten-1","numerals-sama1295-1","Chan2019","ten",10,"tɕʰi21","tchi21",NA,"false","10",NA,NA,"RE-GLOSSED","10","10","10"
"25092",11,"numerals-sama1295-1-eleven-1","numerals-sama1295-1","Chan2019","eleven",11,"tɕʰi21 si21","tchi21si21",NA,"false","10[+]1",NA,NA,"RE-GLOSSED","10[+]1","10+1","10+1"
"25093",12,"numerals-sama1295-1-twelve-1","numerals-sama1295-1","Chan2019","twelve",12,"tɕʰi21 ȵi21","tchi21ni21",NA,"false","10[+]2",NA,NA,"RE-GLOSSED","10[+]2","10+2","10+2"
"25094",13,"numerals-sama1295-1-thirteen-1","numerals-sama1295-1","Chan2019","thirteen",13,"tɕʰi21 sə˞33","tchi21sar33",NA,"false","10[+]3",NA,NA,"RE-GLOSSED","10[+]3","10+3","10+3"
"25095",14,"numerals-sama1295-1-fourteen-1","numerals-sama1295-1","Chan2019","fourteen",14,"tɕʰi21 li33","tchi21li33",NA,"false","10[+]4",NA,NA,"RE-GLOSSED","10[+]4","10+4","10+4"
"25096",15,"numerals-sama1295-1-fifteen-1","numerals-sama1295-1","Chan2019","fifteen",15,"tɕʰi21 ŋɔ21","tchi21ngo21",NA,"false","10[+]5",NA,NA,"RE-GLOSSED","10[+]5","10+5","10+5"
"25097",16,"numerals-sama1295-1-sixteen-1","numerals-sama1295-1","Chan2019","sixteen",16,"tɕʰi21 tɕʰiəu55","tchi21tchiau55",NA,"false","10[+]6",NA,NA,"RE-GLOSSED","10[+]6","10+6","10+6"
"25098",17,"numerals-sama1295-1-seventeen-1","numerals-sama1295-1","Chan2019","seventeen",17,"tɕʰi21 si13","tchi21si13",NA,"false","10[+]7",NA,NA,"RE-GLOSSED","10[+]7","10+7","10+7"
"25099",18,"numerals-sama1295-1-eighteen-1","numerals-sama1295-1","Chan2019","eighteen",18,"tɕʰi21 he55","tchi21he55",NA,"false","10[+]8",NA,NA,"RE-GLOSSED","10[+]8","10+8","10+8"
"25100",19,"numerals-sama1295-1-nineteen-1","numerals-sama1295-1","Chan2019","nineteen",19,"tɕʰi21 kə33","tchi21ka33",NA,"false","10[+]9",NA,NA,"RE-GLOSSED","10[+]9","10+9","10+9"
"25101",20,"numerals-sama1295-1-twenty-1","numerals-sama1295-1","Chan2019","twenty",20,"ȵi21tɕʰi21","ni21tchi21",NA,"false","2[⋅]10",NA,NA,"RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)"
"25102",21,"numerals-sama1295-1-twentyone-1","numerals-sama1295-1","Chan2019","twentyone",21,"ȵi21tɕʰi21 si21","ni21tchi21si21",NA,"false","(2[⋅]10)[+]1",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"25103",22,"numerals-sama1295-1-twentytwo-1","numerals-sama1295-1","Chan2019","twentytwo",22,"ȵi21tɕʰi21 ȵi21","ni21tchi21ni21",NA,"false","(2[⋅]10)[+]2",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"25104",23,"numerals-sama1295-1-twentythree-1","numerals-sama1295-1","Chan2019","twentythree",23,"ȵi21tɕʰi21 sə˞33","ni21tchi21sar33",NA,"false","(2[⋅]10)[+]3",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"25105",24,"numerals-sama1295-1-twentyfour-1","numerals-sama1295-1","Chan2019","twentyfour",24,"ȵi21tɕʰi21 li33","ni21tchi21li33",NA,"false","(2[⋅]10)[+]4",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"25106",25,"numerals-sama1295-1-twentyfive-1","numerals-sama1295-1","Chan2019","twentyfive",25,"ȵi21tɕʰi21 ŋɔ21","ni21tchi21ngo21",NA,"false","(2[⋅]10)[+]5",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"25107",26,"numerals-sama1295-1-twentysix-1","numerals-sama1295-1","Chan2019","twentysix",26,"ȵi21tɕʰi21 tɕʰiəu55","ni21tchi21tchiau55",NA,"false","(2[⋅]10)[+]6",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"25108",27,"numerals-sama1295-1-twentyseven-1","numerals-sama1295-1","Chan2019","twentyseven",27,"ȵi21tɕʰi21si13","ni21tchi21si13",NA,"false","(2[⋅]10)[+]7",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"25109",28,"numerals-sama1295-1-twentyeight-1","numerals-sama1295-1","Chan2019","twentyeight",28,"ȵi21tɕʰi21 he55","ni21tchi21he55",NA,"false","(2[⋅]10)[+]8",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"25110",29,"numerals-sama1295-1-twentynine-1","numerals-sama1295-1","Chan2019","twentynine",29,"ȵi21tɕʰi21 kə33","ni21tchi21ka33",NA,"false","(2[⋅]10)[+]9",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"25111",30,"numerals-sama1295-1-thirty-1","numerals-sama1295-1","Chan2019","thirty",30,"sə˞33 tɕʰi21","sar33tchi21",NA,"false","3[⋅]10",NA,NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"25112",31,"numerals-sama1295-1-forty-1","numerals-sama1295-1","Chan2019","forty",40,"li33 tɕʰi21","li33tchi21",NA,"false","4[⋅]10",NA,NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"25113",32,"numerals-sama1295-1-fifty-1","numerals-sama1295-1","Chan2019","fifty",50,"ŋɔ21 tɕʰi21","ngo21tchi21",NA,"false","5[⋅]10",NA,NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"25114",33,"numerals-sama1295-1-sixty-1","numerals-sama1295-1","Chan2019","sixty",60,"tɕʰiəu55 tɕʰi21","tchiau55tchi21",NA,"false","6[⋅]10",NA,NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"25115",34,"numerals-sama1295-1-seventy-1","numerals-sama1295-1","Chan2019","seventy",70,"si13 tɕʰi21","si13tchi21",NA,"false","7[⋅]10",NA,NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"25116",35,"numerals-sama1295-1-eighty-1","numerals-sama1295-1","Chan2019","eighty",80,"he55 tɕʰi21","he55tchi21",NA,"false","8[⋅]10",NA,NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"25117",36,"numerals-sama1295-1-ninety-1","numerals-sama1295-1","Chan2019","ninety",90,"kə33 tɕʰi21","ka33tchi21",NA,"false","9[⋅]10",NA,NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"25118",37,"numerals-sama1295-1-hundred-1","numerals-sama1295-1","Chan2019","hundred",100,"si21 hɔ33","si21ho33",NA,"false","1[⋅]100",NA,NA,"RE-GLOSSED","1[⋅]100","1⋅100","abs(1*100)"
"25119",38,"numerals-sama1295-1-twohundred-1","numerals-sama1295-1","Chan2019","twohundred",200,"ȵi21 hɔ33","ni21ho33",NA,"false","2[⋅]100",NA,NA,"RE-GLOSSED","2[⋅]100","2⋅100","abs(2*100)"
"25120",39,"numerals-sama1295-1-fourhundred-1","numerals-sama1295-1","Chan2019","fourhundred",400,"li33 hɔ33","li33ho33",NA,"false","4[⋅]100",NA,NA,"RE-GLOSSED","4[⋅]100","4⋅100","abs(4*100)"
"25121",40,"numerals-sama1295-1-thousand-1","numerals-sama1295-1","Chan2019","thousand",1000,"si21 təu51","si21tau51",NA,"false","1[⋅]1000",NA,NA,"RE-GLOSSED","1[⋅]1000","1⋅1000","abs(1*1000)"
"25122",41,"numerals-sama1295-1-twothousand-1","numerals-sama1295-1","Chan2019","twothousand",2000,"ȵi21 təu51","ni21tau51",NA,"false","2[⋅]1000",NA,NA,"RE-GLOSSED","2[⋅]1000","2⋅1000","abs(2*1000)"
"25123",1,"numerals-lipo1242-1-one-1","numerals-lipo1242-1","Chan2019","one",1,"tʰi21","thi21",NA,"false","1",NA,NA,"RE-GLOSSED","1","1","1"
"25124",2,"numerals-lipo1242-1-two-1","numerals-lipo1242-1","Chan2019","two",2,"ȵi21","ni21",NA,"false","2",NA,NA,"RE-GLOSSED","2","2","2"
"25125",3,"numerals-lipo1242-1-three-1","numerals-lipo1242-1","Chan2019","three",3,"so33","so33",NA,"false","3",NA,NA,"RE-GLOSSED","3","3","3"
"25126",4,"numerals-lipo1242-1-four-1","numerals-lipo1242-1","Chan2019","four",4,"li33","li33",NA,"false","4",NA,NA,"RE-GLOSSED","4","4","4"
"25127",5,"numerals-lipo1242-1-five-1","numerals-lipo1242-1","Chan2019","five",5,"ŋo33","ngo33",NA,"false","5",NA,NA,"RE-GLOSSED","5","5","5"
"25128",6,"numerals-lipo1242-1-six-1","numerals-lipo1242-1","Chan2019","six",6,"kʰu33","khu33",NA,"false","6",NA,NA,"RE-GLOSSED","6","6","6"
"25129",7,"numerals-lipo1242-1-seven-1","numerals-lipo1242-1","Chan2019","seven",7,"ʂɿ21","sr21",NA,"false","7",NA,NA,"RE-GLOSSED","7","7","7"
"25130",8,"numerals-lipo1242-1-eight-1","numerals-lipo1242-1","Chan2019","eight",8,"hɛ̃33","he33",NA,"false","8",NA,NA,"RE-GLOSSED","8","8","8"
"25131",9,"numerals-lipo1242-1-nine-1","numerals-lipo1242-1","Chan2019","nine",9,"kə33","ka33",NA,"false","9",NA,NA,"RE-GLOSSED","9","9","9"
"25132",10,"numerals-lipo1242-1-ten-1","numerals-lipo1242-1","Chan2019","ten",10,"tsʰɿ33","tshr33",NA,"false","10",NA,NA,"RE-GLOSSED","10","10","10"
"25133",11,"numerals-lipo1242-1-hundred-1","numerals-lipo1242-1","Chan2019","hundred",100,"hõ33","ho33",NA,"false","100",NA,NA,"RE-GLOSSED","100","100","100"
"25134",12,"numerals-lipo1242-1-thousand-1","numerals-lipo1242-1","Chan2019","thousand",1000,"dzɯ33","dzw33",NA,"false","1000",NA,NA,"RE-GLOSSED","1000","1000","1000"
"25135",1,"numerals-miqi1235-1-one-1","numerals-miqi1235-1","Chan2019","one",1,"tɕʰi33","tchi33",NA,"false","1",NA,NA,"RE-GLOSSED","1","1","1"
"25136",2,"numerals-miqi1235-1-two-1","numerals-miqi1235-1","Chan2019","two",2,"ni21","ni21",NA,"false","2",NA,NA,"RE-GLOSSED","2","2","2"
"25137",3,"numerals-miqi1235-1-three-1","numerals-miqi1235-1","Chan2019","three",3,"sʌ33","s33",NA,"false","3",NA,NA,"RE-GLOSSED","3","3","3"
"25138",4,"numerals-miqi1235-1-four-1","numerals-miqi1235-1","Chan2019","four",4,"li33","li33",NA,"false","4",NA,NA,"RE-GLOSSED","4","4","4"
"25139",5,"numerals-miqi1235-1-five-1","numerals-miqi1235-1","Chan2019","five",5,"ŋṵ21","ngu21",NA,"false","5",NA,NA,"RE-GLOSSED","5","5","5"
"25140",6,"numerals-miqi1235-1-six-1","numerals-miqi1235-1","Chan2019","six",6,"kʰo̰21","kho21",NA,"false","6",NA,NA,"RE-GLOSSED","6","6","6"
"25141",7,"numerals-miqi1235-1-seven-1","numerals-miqi1235-1","Chan2019","seven",7,"hɯ̰21","hw21",NA,"false","7",NA,NA,"RE-GLOSSED","7","7","7"
"25142",8,"numerals-miqi1235-1-eight-1","numerals-miqi1235-1","Chan2019","eight",8,"hẽ21","he21",NA,"false","8",NA,NA,"RE-GLOSSED","8","8","8"
"25143",9,"numerals-miqi1235-1-nine-1","numerals-miqi1235-1","Chan2019","nine",9,"kɯ33","kw33",NA,"false","9",NA,NA,"RE-GLOSSED","9","9","9"
"25144",10,"numerals-miqi1235-1-ten-1","numerals-miqi1235-1","Chan2019","ten",10,"tɕʰeɪ24","tchei24",NA,"false","10",NA,NA,"RE-GLOSSED","10","10","10"
"25145",11,"numerals-miqi1235-1-eleven-1","numerals-miqi1235-1","Chan2019","eleven",11,"tɕʰeɪ24tḭ21","tchei24ti21",NA,"false","10[+]1′",NA,NA,"RE-GLOSSED","10[+]1′","10+1","10+1"
"25146",12,"numerals-miqi1235-1-twelve-1","numerals-miqi1235-1","Chan2019","twelve",12,"tɕʰeɪ24ni21","tchei24ni21",NA,"false","10[+]2",NA,NA,"RE-GLOSSED","10[+]2","10+2","10+2"
"25147",13,"numerals-miqi1235-1-thirteen-1","numerals-miqi1235-1","Chan2019","thirteen",13,"tɕʰeɪ24sʌ33","tchei24s33",NA,"false","10[+]3",NA,NA,"RE-GLOSSED","10[+]3","10+3","10+3"
"25148",14,"numerals-miqi1235-1-fourteen-1","numerals-miqi1235-1","Chan2019","fourteen",14,"tɕʰeɪ24li33","tchei24li33",NA,"false","10[+]4",NA,NA,"RE-GLOSSED","10[+]4","10+4","10+4"
"25149",15,"numerals-miqi1235-1-fifteen-1","numerals-miqi1235-1","Chan2019","fifteen",15,"tɕʰeɪ24ŋṵ21","tchei24ngu21",NA,"false","10[+]5",NA,NA,"RE-GLOSSED","10[+]5","10+5","10+5"
"25150",16,"numerals-miqi1235-1-sixteen-1","numerals-miqi1235-1","Chan2019","sixteen",16,"tɕʰeɪ24kʰo̰21","tchei24kho21",NA,"false","10[+]6",NA,NA,"RE-GLOSSED","10[+]6","10+6","10+6"
"25151",17,"numerals-miqi1235-1-seventeen-1","numerals-miqi1235-1","Chan2019","seventeen",17,"tɕʰeɪ24hɯ̰21","tchei24hw21",NA,"false","10[+]7",NA,NA,"RE-GLOSSED","10[+]7","10+7","10+7"
"25152",18,"numerals-miqi1235-1-eighteen-1","numerals-miqi1235-1","Chan2019","eighteen",18,"tɕʰeɪ24hẽ21","tchei24he21",NA,"false","10[+]8",NA,NA,"RE-GLOSSED","10[+]8","10+8","10+8"
"25153",19,"numerals-miqi1235-1-nineteen-1","numerals-miqi1235-1","Chan2019","nineteen",19,"tɕʰeɪ24kɯ33","tchei24kw33",NA,"false","10[+]9",NA,NA,"RE-GLOSSED","10[+]9","10+9","10+9"
"25154",20,"numerals-miqi1235-1-twenty-1","numerals-miqi1235-1","Chan2019","twenty",20,"ni21 tɕʰeɪ33","ni21tchei33",NA,"false","2[⋅]10",NA,NA,"RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)"
"25155",21,"numerals-miqi1235-1-twentyone-1","numerals-miqi1235-1","Chan2019","twentyone",21,"ni21 tɕʰeɪ33 tsʰɨ21","ni21tchei33tshi21",NA,"false","(2[⋅]10)[+]1′",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]1′","(2⋅10)+1","abs(abs(2*10))+1"
"25156",22,"numerals-miqi1235-1-twentytwo-1","numerals-miqi1235-1","Chan2019","twentytwo",22,"ni21 tɕʰeɪ33 ni21","ni21tchei33ni21",NA,"false","(2[⋅]10)[+]2",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"25157",23,"numerals-miqi1235-1-twentythree-1","numerals-miqi1235-1","Chan2019","twentythree",23,"ni21 tɕʰeɪ33 sʌ33","ni21tchei33s33",NA,"false","(2[⋅]10)[+]3",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"25158",24,"numerals-miqi1235-1-twentyfour-1","numerals-miqi1235-1","Chan2019","twentyfour",24,"ni21 tɕʰeɪ33 li33","ni21tchei33li33",NA,"false","(2[⋅]10)[+]4",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"25159",25,"numerals-miqi1235-1-twentyfive-1","numerals-miqi1235-1","Chan2019","twentyfive",25,"ni21 tɕʰeɪ33 ŋṵ21","ni21tchei33ngu21",NA,"false","(2[⋅]10)[+]5",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"25160",26,"numerals-miqi1235-1-twentysix-1","numerals-miqi1235-1","Chan2019","twentysix",26,"ni21 tɕʰeɪ33 kʰo̰21","ni21tchei33kho21",NA,"false","(2[⋅]10)[+]6",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"25161",27,"numerals-miqi1235-1-twentyseven-1","numerals-miqi1235-1","Chan2019","twentyseven",27,"ni21 tɕʰeɪ33 hɯ̰21","ni21tchei33hw21",NA,"false","(2[⋅]10)[+]7",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"25162",28,"numerals-miqi1235-1-twentyeight-1","numerals-miqi1235-1","Chan2019","twentyeight",28,"ni21 tɕʰeɪ33 hẽ21","ni21tchei33he21",NA,"false","(2[⋅]10)[+]8",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"25163",29,"numerals-miqi1235-1-twentynine-1","numerals-miqi1235-1","Chan2019","twentynine",29,"ni21 tɕʰeɪ33 kɯ33","ni21tchei33kw33",NA,"false","(2[⋅]10)[+]9",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"25164",30,"numerals-miqi1235-1-thirty-1","numerals-miqi1235-1","Chan2019","thirty",30,"sʌ33tɕʰeɪ33","s33tchei33",NA,"false","3[⋅]10",NA,NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"25165",31,"numerals-miqi1235-1-forty-1","numerals-miqi1235-1","Chan2019","forty",40,"li55 tɕʰeɪ33","li55tchei33",NA,"false","4[⋅]10",NA,NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"25166",32,"numerals-miqi1235-1-fifty-1","numerals-miqi1235-1","Chan2019","fifty",50,"ŋṵ21 tɕʰeɪ33","ngu21tchei33",NA,"false","5[⋅]10",NA,NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"25167",33,"numerals-miqi1235-1-sixty-1","numerals-miqi1235-1","Chan2019","sixty",60,"kʰo̰21 tɕʰeɪ33","kho21tchei33",NA,"false","6[⋅]10",NA,NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"25168",34,"numerals-miqi1235-1-seventy-1","numerals-miqi1235-1","Chan2019","seventy",70,"hɯ̰21 tɕʰeɪ33","hw21tchei33",NA,"false","7[⋅]10",NA,NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"25169",35,"numerals-miqi1235-1-eighty-1","numerals-miqi1235-1","Chan2019","eighty",80,"hẽ21 tɕʰeɪ33","he21tchei33",NA,"false","8[⋅]10",NA,NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"25170",36,"numerals-miqi1235-1-ninety-1","numerals-miqi1235-1","Chan2019","ninety",90,"kɯ33 tɕʰeɪ33","kw33tchei33",NA,"false","9[⋅]10",NA,NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"25171",37,"numerals-miqi1235-1-hundred-1","numerals-miqi1235-1","Chan2019","hundred",100,"tɕi21hũ33","tci21hu33",NA,"false","1′[⋅]100",NA,NA,"RE-GLOSSED","1′[⋅]100","1⋅100","abs(1*100)"
"25172",38,"numerals-miqi1235-1-twohundred-1","numerals-miqi1235-1","Chan2019","twohundred",200,"ni21 hũ33","ni21hu33",NA,"false","2[⋅]100",NA,NA,"RE-GLOSSED","2[⋅]100","2⋅100","abs(2*100)"
"25173",39,"numerals-miqi1235-1-thousand-1","numerals-miqi1235-1","Chan2019","thousand",1000,"tɕi21tu33","tci21tu33",NA,"false","1′[⋅]1000",NA,NA,"RE-GLOSSED","1′[⋅]1000","1⋅1000","abs(1*1000)"
"25174",40,"numerals-miqi1235-1-twothousand-1","numerals-miqi1235-1","Chan2019","twothousand",2000,"ni21 tu33","ni21tu33",NA,"false","2[⋅]1000",NA,NA,"RE-GLOSSED","2[⋅]1000","2⋅1000","abs(2*1000)"
"25175",1,"numerals-lolo1259-1-one-1","numerals-lolo1259-1","Chan2019","one",1,"tʰi21","thi21",NA,"false","1",NA,NA,"RE-GLOSSED","1","1","1"
"25176",2,"numerals-lolo1259-1-two-1","numerals-lolo1259-1","Chan2019","two",2,"ni21","ni21",NA,"false","2",NA,NA,"RE-GLOSSED","2","2","2"
"25177",3,"numerals-lolo1259-1-three-1","numerals-lolo1259-1","Chan2019","three",3,"so33","so33",NA,"false","3",NA,NA,"RE-GLOSSED","3","3","3"
"25178",4,"numerals-lolo1259-1-four-1","numerals-lolo1259-1","Chan2019","four",4,"li33","li33",NA,"false","4",NA,NA,"RE-GLOSSED","4","4","4"
"25179",5,"numerals-lolo1259-1-five-1","numerals-lolo1259-1","Chan2019","five",5,"ŋo21","ngo21",NA,"false","5",NA,NA,"RE-GLOSSED","5","5","5"
"25180",6,"numerals-lolo1259-1-six-1","numerals-lolo1259-1","Chan2019","six",6,"tɕʰo55","tcho55",NA,"false","6",NA,NA,"RE-GLOSSED","6","6","6"
"25181",7,"numerals-lolo1259-1-seven-1","numerals-lolo1259-1","Chan2019","seven",7,"ɕi21","ci21",NA,"false","7",NA,NA,"RE-GLOSSED","7","7","7"
"25182",8,"numerals-lolo1259-1-eight-1","numerals-lolo1259-1","Chan2019","eight",8,"he̠55","he55",NA,"false","8",NA,NA,"RE-GLOSSED","8","8","8"
"25183",9,"numerals-lolo1259-1-nine-1","numerals-lolo1259-1","Chan2019","nine",9,"kɯ33","kw33",NA,"false","9",NA,NA,"RE-GLOSSED","9","9","9"
"25184",10,"numerals-lolo1259-1-ten-1","numerals-lolo1259-1","Chan2019","ten",10,"tsʰi̠33","tshi33",NA,"false","10",NA,NA,"RE-GLOSSED","10","10","10"
"25185",11,"numerals-lolo1259-1-eleven-1","numerals-lolo1259-1","Chan2019","eleven",11,"tsʰi33ti55","tshi33ti55",NA,"false","10[+]1",NA,NA,"RE-GLOSSED","10[+]1","10+1","10+1"
"25186",12,"numerals-lolo1259-1-twelve-1","numerals-lolo1259-1","Chan2019","twelve",12,"tsʰi33ni21","tshi33ni21",NA,"false","10[+]2",NA,NA,"RE-GLOSSED","10[+]2","10+2","10+2"
"25187",13,"numerals-lolo1259-1-thirteen-1","numerals-lolo1259-1","Chan2019","thirteen",13,"tsʰi33sa33","tshi33sa33",NA,"false","10[+]3",NA,NA,"RE-GLOSSED","10[+]3","10+3","10+3"
"25188",14,"numerals-lolo1259-1-fourteen-1","numerals-lolo1259-1","Chan2019","fourteen",14,"tsʰi33li33","tshi33li33",NA,"false","10[+]4",NA,NA,"RE-GLOSSED","10[+]4","10+4","10+4"
"25189",15,"numerals-lolo1259-1-fifteen-1","numerals-lolo1259-1","Chan2019","fifteen",15,"tsʰi33ŋo21","tshi33ngo21",NA,"false","10[+]5",NA,NA,"RE-GLOSSED","10[+]5","10+5","10+5"
"25190",16,"numerals-lolo1259-1-sixteen-1","numerals-lolo1259-1","Chan2019","sixteen",16,"tsʰi33tɕʰo55","tshi33tcho55",NA,"false","10[+]6",NA,NA,"RE-GLOSSED","10[+]6","10+6","10+6"
"25191",17,"numerals-lolo1259-1-seventeen-1","numerals-lolo1259-1","Chan2019","seventeen",17,"tsʰi33ɕi21","tshi33ci21",NA,"false","10[+]7",NA,NA,"RE-GLOSSED","10[+]7","10+7","10+7"
"25192",18,"numerals-lolo1259-1-eighteen-1","numerals-lolo1259-1","Chan2019","eighteen",18,"tsʰi33he̠55","tshi33he55",NA,"false","10[+]8",NA,NA,"RE-GLOSSED","10[+]8","10+8","10+8"
"25193",19,"numerals-lolo1259-1-nineteen-1","numerals-lolo1259-1","Chan2019","nineteen",19,"tsʰi33kɯ33","tshi33kw33",NA,"false","10[+]9",NA,NA,"RE-GLOSSED","10[+]9","10+9","10+9"
"25194",20,"numerals-lolo1259-1-twenty-1","numerals-lolo1259-1","Chan2019","twenty",20,"ni21tsi33","ni21tsi33",NA,"false","2[⋅]10",NA,NA,"RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)"
"25195",21,"numerals-lolo1259-1-twentyone-1","numerals-lolo1259-1","Chan2019","twentyone",21,"ni21tsi33 tʰi21","ni21tsi33thi21",NA,"false","(2[⋅]10)[+]1",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"25196",22,"numerals-lolo1259-1-twentytwo-1","numerals-lolo1259-1","Chan2019","twentytwo",22,"ni21tsi33 ni21","ni21tsi33ni21",NA,"false","(2[⋅]10)[+]2",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"25197",23,"numerals-lolo1259-1-twentythree-1","numerals-lolo1259-1","Chan2019","twentythree",23,"ni21tsi33 so33","ni21tsi33so33",NA,"false","(2[⋅]10)[+]3",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"25198",24,"numerals-lolo1259-1-twentyfour-1","numerals-lolo1259-1","Chan2019","twentyfour",24,"ni21tsi33 li33","ni21tsi33li33",NA,"false","(2[⋅]10)[+]4",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"25199",25,"numerals-lolo1259-1-twentyfive-1","numerals-lolo1259-1","Chan2019","twentyfive",25,"ni21tsi33 ŋo21","ni21tsi33ngo21",NA,"false","(2[⋅]10)[+]5",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"25200",26,"numerals-lolo1259-1-twentysix-1","numerals-lolo1259-1","Chan2019","twentysix",26,"ni21tsi33 tɕʰo55","ni21tsi33tcho55",NA,"false","(2[⋅]10)[+]6",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"25201",27,"numerals-lolo1259-1-twentyseven-1","numerals-lolo1259-1","Chan2019","twentyseven",27,"ni21tsi33 ɕi21","ni21tsi33ci21",NA,"false","(2[⋅]10)[+]7",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"25202",28,"numerals-lolo1259-1-twentyeight-1","numerals-lolo1259-1","Chan2019","twentyeight",28,"ni21tsi33 he̠55","ni21tsi33he55",NA,"false","(2[⋅]10)[+]8",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"25203",29,"numerals-lolo1259-1-twentynine-1","numerals-lolo1259-1","Chan2019","twentynine",29,"ni21tsi33 kɯ33","ni21tsi33kw33",NA,"false","(2[⋅]10)[+]9",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"25204",30,"numerals-lolo1259-1-thirty-1","numerals-lolo1259-1","Chan2019","thirty",30,"so33 tsʰi33","so33tshi33",NA,"false","3[⋅]10",NA,NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"25205",31,"numerals-lolo1259-1-forty-1","numerals-lolo1259-1","Chan2019","forty",40,"li33 tsʰi33","li33tshi33",NA,"false","4[⋅]10",NA,NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"25206",32,"numerals-lolo1259-1-fifty-1","numerals-lolo1259-1","Chan2019","fifty",50,"ŋo21 tsʰi33","ngo21tshi33",NA,"false","5[⋅]10",NA,NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
