Language,Glottocode,Language_ID,Concept,Form,Gloss,Alternate_gloss,Comment_glosser,Source,Meaning,Referent_resource,comment_referent_resource,tabooed,ligature_form,ligature_meaning,ligature_type: associative link = 1; commitative link = 2; covert/abstent = ?; number doesnt need ligatures = !; leave in comment if the ligature or conjunction can be inferred ,comment_ligature,comment_ligatures,Absolute_vs_contextual,comments_enumerative,class_marker,comment_classmarkers,Agreement_host,,currency
Akebu,akeb1238,akeb1238,hundred and ten,turu mö tõ,100+2,,,Wolf_1907: 796,,,,,mö,and,,,,,,,,,,
Akebu,akeb1238,akeb1238,hundred and twenty,turu mö tì-yí,100+(10·2),,,Wolf_1907: 796,,,,,mö,and,,,,,,,,,,
Akebu,akeb1238,akeb1238,hundred and thirty,turu mö tõ-tá,100+(10·3),,,Wolf_1907: 796,,,,,mö,and,,,,,,,,,,
Akebu,akeb1238,akeb1238,two hundred,turu-ī,100·2,,,Wolf_1907: 796,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,three hundred,turu tà,100·3,,,Wolf_1907: 796,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,thousand,turu tõ,100·2,,,Wolf_1907: 796,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,thousand,làfāā,1000,,,Makeeva&Shluinsky2021,,,,,!,,,,,,,,,,,
Akebu,akeb1238,akeb1238,thousand,làfāā cēŋ cēŋ,1000·1,,,Makeeva&Shluinsky2021,,,,,?,,,,,,,,,,,
Akebu,akeb1238,akeb1238,two thousand,turu tì-yí,100·(10·2),,,Wolf_1907: 796,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,two thousand,làfāā yí,1000·2,,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,three thousand,làfāā tā,1000·3,,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,four thousand,làfāā nìə̀ə̀,1000·4,,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,five thousand,làfāā tʊ̄ ʊ̀,1000·5,,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,six thousand,làfāā kʊ̀ ʈāŋ,1000·6,,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,seven thousand,làfāā pɪ̄ʈɪ̀màtā,1000·7,,,Makeeva&Shluinsky2021,,,,,piti ... ma,,,,,,,,,,,
Akebu,akeb1238,akeb1238,eight thousand,làfāā nɛ̀ŋ̀,1000·8,,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,nine thousand,làfāā fàŋ cēŋ cēŋ,"1000·([10]-1"")",,,Makeeva&Shluinsky2021,,,,,fan ,,,,,,,,,,,
Akebu,akeb1238,akeb1238,ten thousand,làfāā tə̀,1000·10,,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,twenty thousand,làfāā tìyí,1000·(10·2),,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,thirty thousand,làfāā tə̀ tā,1000·(10·3),,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,hundred thousand,làfāā tùùʈù,1000·100,,,Makeeva&Shluinsky2021,,,,,0,,,,,,,,,,,
Akebu,akeb1238,akeb1238,million,làfāā léé,1000·1000,,"The complex numeral làfāā léé ‘1,000,000’ is formed by a juxtaposition of the numeral làfāā ‘1,000’ with a special marker léé for which we have no etymology so far. Numerals for tens of millions and, presumably, higher numerical values can be built by a juxtaposition of the complex base làfāā léé ‘1,000,000’ with a multiplicand, for example, làfāā léé tā ‘3,000,000’.",Makeeva&Shluinsky2021,,,,,?,,,,,,,,,,,
Akebu,akeb1238,akeb1238,three million,làfāā léé tā,1000·1000·3,,,Makeeva&Shluinsky2021,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,one,èkõ,1,,,Christaller1875:50-80,,,,,!,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,one,ekoro,1,,"nko - alone, only is an adjective and an averb; koro stands also as an adjective, for single, only.",Christaller1875:50-80,,,,,!,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,two,ènu,2,,,Christaller1875:50-80,,,,,!,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,two,nnu,2,,,Christaller1875:50-80,,,,,!,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,three,nsā,3,,,Christaller1875:50-80,,,,,!,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,three,èsā,3,,"- one to three are used in their simple form in counting and in composition with nouns; in other cases, forms compounded with bi, denoting any individual of a kind, are used: biako, Akyem -bieko, akuapem bāko - one; abien (=abienu), Akan mmienú - two; abiesa, Akan - mmiensa - three;",Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,four,anán,4,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,four,nnan,4,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,five,anúm,5,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,five,annum,5,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,six,asiá,6,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,six,nsia,6,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,seven,asón,7,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,seven,nson,7,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,eight,awotwé,8?,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,eight,nwotwe,8?,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,nine,akrón,9,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,nine,nkron,9,,,Christaller1875:50-80,,,,,?,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,ten,edú,10,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,eleven,edúbìakõ,10+1,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,eleven,dúbāko,10+1,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,twelve,edúmìenu,10+2,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,twelve,dúmìenú,10+2,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,thirteen,edúmìensā,10+3,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,fourteen,edúnnán,10+4,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,fifteen,edúnnúm,10+5,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,sixteen,edúnsĩá,10+6,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,seventeen,edúnsón,10+7,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,eighteen,edúnwòtwé,10+8,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,nineteen,edúnkrón,10+9,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,twenty,adùonu,10·2,,"the tens from twenty to ninety are formed by composition of adu, plural of edu, with the units, the latter having the vowel prefixes, with some euphonic changes, and the tone as in composition:",Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,thirty,adùasã,10·3,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,forty,aduanán,10·4,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,fifty,aduonúm,10·5,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,sixty,aduosía,10·6,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,seventy,aduosón,10·7,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,eighty,aduòwótwe,10·8,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,ninety,aduakrón,10·9,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,hundred,òha,100,,"the hundreds are formed by composition ofaha, plural of òha with the units, having the nsal prefix, except ahasa (ahaasa)",Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,two hundred,ahànnu,100·2,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,three hundred,ahàsã,100·3,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,four hundred,ahànnán,100·4,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,five hundred,ahànnúm,100·5,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,six hundred,ahànsiá,100·6,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,seven hundred,ahánsón,100·7,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,eight hundred,ahànwotwé,100·8,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,nine hundred,ahànkrón,100·9,,,Christaller1875:50-80,,,,,0,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,thousand,apém,1000,,"the thousands, by composition of mpem, plural of apem, with the units, having the nasal prefix and the tone of the connected form:",Christaller1875:50-80,,,,,!,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,two thousand,mpènnu,1000·2,,,Christaller1875:50-80,,,,,m,PL,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,three thousand,mpènsã,1000·3,,,Christaller1875:50-80,,,,,m,PL,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,four thousand,mpémnán,1000·4,,,Christaller1875:50-80,,,,,m,PL,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,five thousand,mpémnúm,1000·5,,,Christaller1875:50-80,,,,,m,PL,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,six thousand,mpémnsiá,1000·6,,,Christaller1875:50-80,,,,,m,PL,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,seven thousand,mpémnsón,1000·7,,,Christaller1875:50-80,,,,,m,PL,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,eight thousand,mpémnwòtwé,1000·8,,,Christaller1875:50-80,,,,,m,PL,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,nine thousand,mpémnkrón,1000·9,,,Christaller1875:50-80,,,,,m,PL,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,ten thousand,òpédu,1000·10,,"by comnposition of apem in the shorteened form ope - with edu, oha higher numbers are formed",Christaller1875:50-80,,,,,o,?,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,hundred thousand,opéha,1000·100,,,Christaller1875:50-80,,,,,o,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,million,opepém,1000·1000,,,Christaller1875:50-80,,,,,o,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,ten million,opèpédu,(1000·1000)·10,,,Christaller1875:50-80,,,,,o,,,,,,,,,,,
Akan_Fante_Twi,akan1250,akan1250,hundred millions,opèpéha,(1000·1000)·100,,,Christaller1875:50-80,,,,,o,,,,,,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,one,ɖékà,1,,"cardinal numbers for enumeration and cardinal numbers for designation. Enumeration is the act of stating numbers it is an abstract operation, whereas designating which consists in expressing a quantity is a concrete a concrete operation, with an obligatory reference. In the operations of enumeration and designation two morphemes need to be taken into account morphemes that enable numbers to be associated to each other. These two morphemes are not involved in the constitution of the first 9 numbers and the immediately related to them, i.e. from 1 to 9 and 10 to 19.",Tchitchi_1984: 377-390,,,,,!,,,,,2,,?,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,one,èɖé,1,,enumeration,Tchitchi_1984: 377-390,,,,,!,,,,,1,,1,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,two,amɛ̀vè,2,,designation,Tchitchi_1984: 377-390,,,,,!,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,two,èvè,2,,,Tchitchi_1984: 377-390,,,,,!,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,three,amɛ̀tɔ̀n,3,,designation,Tchitchi_1984: 377-390,,,,,!,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,three,ètɔ̀n,3,,enumeration,Tchitchi_1984: 377-390,,,,,!,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,four,àmɛ́nɛ́,4,,designation - cardinal marking,Tchitchi_1984: 377-390,,,,,!,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,four,ɛ́nɛ́,4,,enumeration - counting,Tchitchi_1984: 377-390,,,,,!,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,five,àmátɔ̀n,5,,,Tchitchi_1984: 377-390,,,,,!,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,five,átɔ̀n,5,,,Tchitchi_1984: 377-390,,,,,!,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,six,àmádɛ̄n,6,,"what does ame mean? At first, we are led to believe that this constituent means ‘person’, and that at first sight the",accounting system would have relied on humans to differentiate the to differentiate between enumeration and designation,,"but this hypothesis does not seem justified because, in the language, it is easy to say /àmè àmévè/ i.e. ‘two people’. i.e. ‘two people’. The question of the constituent /àmè-/' remains an open question, which can be clarified by further clarify. However, it is clear that there is a relationship of numeral determination relationship exists between /àmè-/ and the other numbers except for /cjèkà/, precisely to mark this differentiation",Tchitchi_1984: 377-390,,?,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,six,ádɛ̄n,6,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,seven,àmádrɛ̄,7,,,Tchitchi_1984: 377-390,,,,,?,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,seven,ādrɛ̄,7,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,eight,àmɛ́nyí,8,,,Tchitchi_1984: 377-390,,,,,?,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,eight,ènyí,8',,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,nine,àmáshíɖèkè,10-[-]1,,,Tchitchi_1984: 377-390,,hand,,,àmáshí,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,nine,áshíɖèkè,10'-[-]1,,hand - 1,Tchitchi_1984: 377-390,,,,,áshí,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,nine,nyìdé,8+1,,,Tchitchi_1984: 377-390,,,,,?,,,,,3?,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,ten,àmɛ́wó,10,,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,ten,èwó,10,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,eleven,wídékà,10+1,,,Tchitchi_1984: 377-390,,,,,0,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,eleven,àmɛ́wídékà,10+1',,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twelve,wívè,10+2,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twelve,àmɛ́wívè,10+2',,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirteen,àmɛ́witɔ̄n,10+3,,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirteen,witɔ̄n,10+3',,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,fourteen,àmɛ́wìnɛ̀,10+4,,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,fourteen,wìnɛ̀,10+4,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,fifteen,àmɛ́wiatɔ̀n,10+5,,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,fiffteen,wiatɔ̀n,10+5',,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,sixteen,àmɛ́wīādrɛ,10+6,,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,sixteen,wīādrɛ,10+6',,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,seventeen,àmɛ́wiadrɛ,10+7,,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,seventeen,wiadrɛ,10+7',,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,eighteen,àmɛ́winyi,10+8,,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,eighteen,àmɛ́vè tó lè wìmɛ̀,20-2,,"Two came out of twenty, i.e., “eighteen""",Tchitchi_1984: 377-390,,,,,àmɛ́ ... tó lè,... from or out of,,,,NA,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,eighteen,winyi,10·8?,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,nineteen,ɖèká tó lè wimɛ̀,20-1,,"One came out of twenty, i.e., ""nineteen"". /to/ means from, /von/ associates the unit and ten""",Tchitchi_1984: 377-390,,,,,tó lè,from or out of,,,,NA,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,nineteen,àmɛ́wiashiɖekɛ,10·(10-1),,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,nineteen,wiashiɖekɛ,10·(10'-1),,,Tchitchi_1984: 377-390,,,,,wiashi,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty,àmɛ́wi,20,,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty,èwi,20,,the wi here should not be confused with that in twelve - vowel assimilation has occurred for the form for ten in 11-19.,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty one,àmɛ́wì vɔ̀n ɖèkà,20+1,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... vɔ̀n,"... with, and",,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty one,èwi vɔ̀n ɖèkà,20+1,,,Tchitchi_1984: 377-390,,,,,vɔ̀n,"with, and",,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty two,àmɛ́wì vɔ̀n vè,20+2,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... vɔ̀n,"... with, and",,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty two,èwi vɔ̀n vè,20+2,,"vɔ̀n means ""and"", ""with""",Tchitchi_1984: 377-390,,,,,vɔ̀n,"with, and",,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty three,àmɛ́wì vɔ̀n tòn,20+3,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... vɔ̀n,"... with, and",,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty three,èwi vɔ̀n tòn,20+3,,,Tchitchi_1984: 377-390,,,,,vɔ̀n,"with, and",,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty four,èwi vɔ̀n nɛ,20+4,,,Tchitchi_1984: 377-390,,,,,vɔ̀n,"with, and",,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty four,àmɛ́wì vɔ̀n nɛ,20+4,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... vɔ̀n,"... with, and",,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty five,wìvatɔ́n,20+5,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty five,àmɛ́wì vɔ̀n atɔ́n,20+5,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... vɔ̀n,"... with, and",,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty five,èwìì vɔ́n àtɔ́n,20+6,,vɔ́n means and or with,Tchitchi_1984: 377-390,,,,,vɔ̀n,"with, and",,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty six,èwìvàdɛ́n,20+7,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty six,àmɛ́wì vɔ̀n àdɛ́n,20+6,,"By performing a substitution operation, we realise that /vɔ̀n/ and /èho/ can be replaced by /kodo/, which we have already identified at the level of the nominal phrase; this is how we can obtain obtain in the coordinative numeral phrase the association of cardinal numbers with /kodo/ ‘and, with’.",Tchitchi_1984: 377-390,,,,,àmɛ́ ... vɔ̀n,"... with, and",,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty six,èwiwì vɔ̀n àdɛ́n,?,,,Tchitchi_1984: 377-390,,,,,vɔ̀n,"with, and",,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty seven,èwìvàdrɛ,20+7,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty seven,àmɛ́wì vɔ̀n àdrɛ,20+7,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... vɔ̀n,"... with, and",,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty seven,èwì vɔ̀n àdrɛ,20+7,,,Tchitchi_1984: 377-390,,,,,vɔ̀n,"with, and",,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty eight,èvè tò lè ègbànmɛ́,30-2,,,Tchitchi_1984: 377-390,,,,,tò lè,,,,,NA,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty eight,àmɛ́wì vɔ̀n nyi,20+8,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... vɔ̀n,"... with, and",,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty eight,èwì vɔ̀n nyi,20+8?,,,Tchitchi_1984: 377-390,,,,,vɔ̀n,"with, and",,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty nine,àmɛ́wì vɔ̀n áshíɖèkè,30-(10-1),,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... vɔ̀n,"... with, and",,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty nine,ɖèká tó lè ègbànmɛ́,30-1,,,Tchitchi_1984: 377-390,,,,,tó lè,,,,,NA,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,twenty nine,èwì vɔ̀n áshíɖèkè,30-(10-1),,,Tchitchi_1984: 377-390,,,,,vɔ̀n,"with, and",,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty,ègbàn,30?,,,Tchitchi_1984: 377-390,,,,,?,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty,àmɛ́gbàn,30?,,,Tchitchi_1984: 377-390,,,,,àmɛ́,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty one,ègbàn èhò ɖèká,30+1,,,Tchitchi_1984: 377-390,,,,,èhò,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty one,àmɛ́gbàn èhò ɖèká,30+1,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... èhò,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty two,ègbàn èhò èvè,30+2,,,Tchitchi_1984: 377-390,,,,,èhò,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty two,àmɛ́gbàn èhò èvè,30+2,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... èhò,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty three,ègbàn èhò ètɔ́n,30+3,,,Tchitchi_1984: 377-390,,,,,èhò,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty three,àmɛ́gbàn èhò ètɔ́n,30+3,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... èhò,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty four,ègbàn èhò ènɛ,30+4,,,Tchitchi_1984: 377-390,,,,,èhò,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty four,àmɛ́gbàn èhò nɛ,30+4,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... èhò,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty five,ègbàn èhò atɔ́n,30+5,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... èhò,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty five,àmɛ́gbàn èhò atɔ́n,30+5,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... èhò,,,,,2,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty six,ègbàn èhò adɛ́n,30+6,,,Tchitchi_1984: 377-390,,,,,èhò,,,,,1,,,,,,
Aja_Gbe_2,ajab1235,ajab1235_2,thirty six,àmɛ́gbàn èhò adɛ́n,30+6,,,Tchitchi_1984: 377-390,,,,,àmɛ́ ... èhò,,,,,2,,,,,,
